vente_id;date_mutation;nature_mutation;valeur_fonciere
6433;2020-02-28 00:00:00;Vente;178500
6434;2020-02-20 00:00:00;Vente;132500
6435;2020-02-17 00:00:00;Vente;340000
6436;2020-02-03 00:00:00;Vente;246000
6437;2020-02-14 00:00:00;Vente;102276
6438;2020-02-17 00:00:00;Vente;106236
6439;2020-02-25 00:00:00;Vente;195500
6440;2020-02-27 00:00:00;Vente;149500
6441;2020-02-14 00:00:00;Vente;105284
6442;2020-02-14 00:00:00;Vente;124300
6443;2020-02-17 00:00:00;Vente;128000
6444;2020-02-28 00:00:00;Vente;174700
6445;2020-02-14 00:00:00;Vente;273750
6446;2020-02-17 00:00:00;Vente;143000
6447;2020-02-28 00:00:00;Vente;118000
6448;2020-02-28 00:00:00;Vente;222850
6449;2020-03-03 00:00:00;Vente;72137
6450;2020-02-20 00:00:00;Vente;388500
6451;2020-02-27 00:00:00;Vente;406850
6452;2020-02-20 00:00:00;Vente;123008,33
6453;2020-02-24 00:00:00;Vente;238600
6454;2020-02-26 00:00:00;Vente;387900
6455;2020-02-20 00:00:00;Vente;244500
6456;2020-03-06 00:00:00;Vente;357800
6457;2020-02-28 00:00:00;Vente;102600
6458;2020-02-13 00:00:00;Vente;202048
6459;2020-02-21 00:00:00;Vente;145800
6460;2020-02-19 00:00:00;Vente;345900
6461;2020-02-28 00:00:00;Vente;159000
6462;2020-03-09 00:00:00;Vente;245700
6463;2020-02-28 00:00:00;Vente;454000
6464;2020-02-28 00:00:00;Vente;322247
6465;2020-02-19 00:00:00;Vente;313981,5
6466;2020-02-19 00:00:00;Vente;292250
6467;2020-02-20 00:00:00;Vente;356980
6468;2020-02-26 00:00:00;Vente;477000
6469;2020-02-10 00:00:00;Vente;301640
6470;2020-03-04 00:00:00;Vente;407000
6471;2020-02-14 00:00:00;Vente;199650
6472;2020-02-18 00:00:00;Vente;67735
6473;2020-02-17 00:00:00;Vente;155000
6474;2020-02-25 00:00:00;Vente;232900
6475;2020-02-28 00:00:00;Vente;186300
6476;2020-02-24 00:00:00;Vente;199500
6477;2020-03-05 00:00:00;Vente;463100
6478;2020-03-09 00:00:00;Vente;246500
6479;2020-03-10 00:00:00;Vente;112000
6480;2020-02-21 00:00:00;Vente;100900
6481;2020-02-26 00:00:00;Vente;288400
6482;2020-02-28 00:00:00;Vente;167200
6483;2020-03-11 00:00:00;Vente;136500
6484;2020-03-13 00:00:00;Vente;149430
6485;2020-03-06 00:00:00;Vente;192065
6486;2020-03-05 00:00:00;Vente;270000
6487;2020-03-04 00:00:00;Vente;615500
6488;2020-02-28 00:00:00;Vente;153500
6489;2020-03-09 00:00:00;Vente;500240
6490;2020-03-13 00:00:00;Vente;73000
6491;2020-03-05 00:00:00;Vente;193500
6492;2020-03-16 00:00:00;Vente;177500
6493;2020-03-06 00:00:00;Vente;164700
6494;2020-02-20 00:00:00;Vente;107900
6495;2020-02-21 00:00:00;Vente;369440
6496;2020-03-11 00:00:00;Vente;243000
6497;2020-02-26 00:00:00;Vente;194000
6498;2020-03-16 00:00:00;Vente;169600
6499;2020-03-09 00:00:00;Vente;413350
6500;2020-03-11 00:00:00;Vente;197800
6501;2020-03-16 00:00:00;Vente;88000
6502;2020-03-04 00:00:00;Vente;132900
6503;2020-03-17 00:00:00;Vente;138787,58
6504;2020-03-17 00:00:00;Vente;200961
6505;2020-03-12 00:00:00;Vente;349900
6506;2020-02-28 00:00:00;Vente;165000
6507;2020-03-04 00:00:00;Vente;144000
6508;2020-02-28 00:00:00;Vente;498000
6509;2020-03-10 00:00:00;Vente;390600
6510;2020-03-10 00:00:00;Vente;257795
6511;2020-03-13 00:00:00;Vente;147000
6512;2020-02-27 00:00:00;Vente;116280
6513;2020-03-06 00:00:00;Vente;108800
6514;2020-03-20 00:00:00;Vente;283412
6515;2020-03-13 00:00:00;Vente;104950
6516;2020-03-13 00:00:00;Vente;168000
6517;2020-03-16 00:00:00;Vente;245000
6518;2020-03-06 00:00:00;Vente;241700
6519;2020-03-20 00:00:00;Vente;131618
6520;2020-03-11 00:00:00;Vente;168900
6521;2020-03-18 00:00:00;Vente;202000
6522;2020-03-09 00:00:00;Vente;120692
6523;2020-02-25 00:00:00;Vente;200000
6524;2020-03-16 00:00:00;Vente;145370
6525;2020-03-10 00:00:00;Vente;74000
6526;2020-03-04 00:00:00;Vente;215000
6527;2020-03-17 00:00:00;Vente;107000
6528;2020-03-11 00:00:00;Vente;294000
6529;2020-03-30 00:00:00;Vente;105000
6530;2020-03-06 00:00:00;Vente;161250
6531;2020-03-11 00:00:00;Vente;192780
6532;2020-03-11 00:00:00;Vente;82000
6533;2020-03-11 00:00:00;Vente;84000
6534;2020-03-13 00:00:00;Vente;118808
6535;2020-03-16 00:00:00;Vente;299600
6536;2020-03-13 00:00:00;Vente;345000
6537;2020-03-11 00:00:00;Vente;108881,12
6538;2020-03-18 00:00:00;Vente;168000
6539;2020-03-20 00:00:00;Vente;197550
6540;2020-03-31 00:00:00;Vente;651650
6541;2020-04-10 00:00:00;Vente;120420
6542;2020-03-31 00:00:00;Vente;520000
6543;2020-04-03 00:00:00;Vente;48000
6544;2020-03-30 00:00:00;Vente;114220
6545;2020-03-31 00:00:00;Vente;119784
6546;2020-04-17 00:00:00;Vente;111500
6547;2020-04-10 00:00:00;Vente;130300
6548;2020-04-23 00:00:00;Vente;305000
6549;2020-04-22 00:00:00;Vente;164000
6550;2020-04-22 00:00:00;Vente;165000
6551;2020-04-29 00:00:00;Vente;147000
6552;2020-04-21 00:00:00;Vente;197900
6553;2020-04-24 00:00:00;Vente;273125
6554;2020-04-24 00:00:00;Vente;155150
6555;2020-05-05 00:00:00;Vente;238600
6556;2020-04-30 00:00:00;Vente;276900
6557;2020-04-30 00:00:00;Vente;219000
6558;2020-04-23 00:00:00;Vente;302500
6559;2020-04-20 00:00:00;Vente;162360
6560;2020-04-23 00:00:00;Vente;217000
6561;2020-05-07 00:00:00;Vente;342500
6562;2020-04-21 00:00:00;Vente;132000
6563;2020-04-24 00:00:00;Vente;329000
6564;2020-04-17 00:00:00;Vente;290000
6565;2020-04-17 00:00:00;Vente;111000
6566;2020-04-24 00:00:00;Vente;80000
6567;2020-05-14 00:00:00;Vente;550500
6568;2020-05-12 00:00:00;Vente;138342
6569;2020-04-28 00:00:00;Vente;295810
6570;2020-05-11 00:00:00;Vente;355000
6571;2020-05-15 00:00:00;Vente;104000
6572;2020-05-18 00:00:00;Vente;463970
6573;2020-05-14 00:00:00;Vente;123300
6574;2020-05-11 00:00:00;Vente;304000
6575;2020-05-15 00:00:00;Vente;189700
6576;2020-04-23 00:00:00;Vente;135000
6577;2020-04-30 00:00:00;Vente;214830
6578;2020-04-30 00:00:00;Vente;176000
6579;2020-05-14 00:00:00;Vente;214530
6580;2020-05-19 00:00:00;Vente;312800
6581;2020-05-13 00:00:00;Vente;190000
6582;2020-05-14 00:00:00;Vente;147850
6583;2020-05-14 00:00:00;Vente;177200
6584;2020-05-15 00:00:00;Vente;125000
6585;2020-05-07 00:00:00;Vente;365750
6586;2020-05-19 00:00:00;Vente;136022
6587;2020-05-15 00:00:00;Vente;253700
6588;2020-05-07 00:00:00;Vente;95000
6589;2020-05-11 00:00:00;Vente;328571
6590;2020-05-15 00:00:00;Vente;147500
6591;2020-05-14 00:00:00;Vente;273100
6592;2020-05-13 00:00:00;Vente;116416
6593;2020-05-20 00:00:00;Vente;207000
6594;2020-05-29 00:00:00;Vente;100000
6595;2020-05-12 00:00:00;Vente;227127
6596;2020-05-29 00:00:00;Vente;155000
6597;2020-05-14 00:00:00;Vente;151500
6598;2020-05-18 00:00:00;Vente;164000
6599;2020-05-20 00:00:00;Vente;320000
6600;2020-05-20 00:00:00;Vente;146000
6601;2020-05-07 00:00:00;Vente;263700
6602;2020-05-26 00:00:00;Vente;132000
6603;2020-05-26 00:00:00;Vente;444000
6604;2020-05-22 00:00:00;Vente;139900
6605;2020-05-14 00:00:00;Vente;182000
6606;2020-05-18 00:00:00;Vente;233450
6607;2020-05-13 00:00:00;Vente;96500
6608;2020-05-27 00:00:00;Vente;157000
6609;2020-05-28 00:00:00;Vente;140000
6610;2020-05-28 00:00:00;Vente;236000
6611;2020-04-28 00:00:00;Vente;64152
6612;2020-04-28 00:00:00;Vente;256500
6613;2020-05-29 00:00:00;Vente;563000
6614;2020-05-26 00:00:00;Vente;474180
6615;2020-05-15 00:00:00;Vente;194000
6616;2020-05-19 00:00:00;Vente;90800
6617;2020-05-11 00:00:00;Vente;135250
6618;2020-05-20 00:00:00;Vente;104120
6619;2020-05-20 00:00:00;Vente;447000
6620;2020-05-14 00:00:00;Vente;183000
6621;2020-05-26 00:00:00;Vente;282800
6622;2020-05-22 00:00:00;Vente;297000
6623;2020-05-29 00:00:00;Vente;212000
6624;2020-05-20 00:00:00;Vente;205000
6625;2020-05-25 00:00:00;Vente;152500
6626;2020-05-19 00:00:00;Vente;315000
6627;2020-05-15 00:00:00;Vente;138589
6628;2020-06-02 00:00:00;Vente;272000
6629;2020-06-03 00:00:00;Vente;162540
6630;2020-05-29 00:00:00;Vente;225000
6631;2020-05-15 00:00:00;Vente;148925
6632;2020-05-28 00:00:00;Vente;91345
6633;2020-05-28 00:00:00;Vente;247500
6634;2020-05-15 00:00:00;Vente;213000
6635;2020-05-27 00:00:00;Vente;132509,2
6636;2020-06-02 00:00:00;Vente;270000
6637;2020-05-25 00:00:00;Vente;585000
6638;2020-05-27 00:00:00;Vente;138000
6639;2020-05-20 00:00:00;Vente;216350
6640;2020-05-29 00:00:00;Vente;100000
6641;2020-05-20 00:00:00;Vente;238300
6642;2020-06-03 00:00:00;Vente;143000
6643;2020-06-04 00:00:00;Vente;190075
6644;2020-05-29 00:00:00;Vente;303585
6645;2020-06-09 00:00:00;Vente;327500
6646;2020-06-03 00:00:00;Vente;185000
6647;2020-06-04 00:00:00;Vente;158100
6648;2020-05-28 00:00:00;Vente;181000
6649;2020-06-12 00:00:00;Vente;231000
6650;2020-05-18 00:00:00;Vente;225200
6651;2020-06-05 00:00:00;Vente;279000
6652;2020-06-09 00:00:00;Vente;79689
6653;2020-05-28 00:00:00;Vente;204604
6654;2020-06-10 00:00:00;Vente;117000
6655;2020-05-26 00:00:00;Vente;210000
6656;2020-05-19 00:00:00;Vente;124876
6657;2020-05-28 00:00:00;Vente;253000
6658;2020-06-11 00:00:00;Vente;152000
6659;2020-05-28 00:00:00;Vente;198075
6660;2020-06-10 00:00:00;Vente;145575
6661;2020-06-04 00:00:00;Vente;192000
6662;2020-06-05 00:00:00;Vente;86903
6663;2020-05-26 00:00:00;Vente;283000
6664;2020-05-28 00:00:00;Vente;241000
6665;2020-06-12 00:00:00;Vente;200250
6666;2020-06-11 00:00:00;Vente;173000
6667;2020-05-25 00:00:00;Vente;242010
6668;2020-05-22 00:00:00;Vente;183880
6669;2020-06-11 00:00:00;Vente;205801
6670;2020-05-29 00:00:00;Vente;293600
6671;2020-05-27 00:00:00;Vente;586625
6672;2020-05-28 00:00:00;Vente;107000
6673;2020-06-03 00:00:00;Vente;336000
6674;2020-04-29 00:00:00;Vente;57500
6675;2020-05-29 00:00:00;Vente;195130
6676;2020-06-16 00:00:00;Vente;183500
6677;2020-06-02 00:00:00;Vente;170200
6678;2020-05-22 00:00:00;Vente;96000
6679;2020-06-16 00:00:00;Vente;115000
6680;2020-06-02 00:00:00;Vente;301040
6681;2020-05-27 00:00:00;Vente;151074
6682;2020-06-11 00:00:00;Vente;144500
6683;2020-06-03 00:00:00;Vente;243750
6684;2020-06-19 00:00:00;Vente;147000
6685;2020-05-29 00:00:00;Vente;156200
6686;2020-06-04 00:00:00;Vente;183000
6687;2020-05-25 00:00:00;Vente;117000
6688;2020-06-03 00:00:00;Vente;182500
6689;2020-05-27 00:00:00;Vente;394000
6690;2020-05-28 00:00:00;Vente;389000
6691;2020-06-09 00:00:00;Vente;185700
6692;2020-05-25 00:00:00;Vente;139000
6693;2020-06-03 00:00:00;Vente;180000
6694;2020-06-12 00:00:00;Vente;170000
6695;2020-06-15 00:00:00;Vente;286000
6696;2020-06-10 00:00:00;Vente;229300
6697;2020-06-17 00:00:00;Vente;312500
6698;2020-06-01 00:00:00;Vente;75000
6699;2020-06-19 00:00:00;Vente;254000
6700;2020-06-12 00:00:00;Vente;158000
6701;2020-06-23 00:00:00;Vente;173000
6702;2020-06-10 00:00:00;Vente;148000
6703;2020-06-10 00:00:00;Vente;250000
6704;2020-06-22 00:00:00;Vente;257000
6705;2020-06-19 00:00:00;Vente;105000
6706;2020-06-19 00:00:00;Vente;181000
6707;2020-06-19 00:00:00;Vente;316950
6708;2020-06-18 00:00:00;Vente;140000
6709;2020-06-24 00:00:00;Vente;164000
6710;2020-06-15 00:00:00;Vente;249513
6711;2020-06-09 00:00:00;Vente;167000
6712;2020-06-23 00:00:00;Vente;235000
6713;2020-06-18 00:00:00;Vente;205400
6714;2020-06-15 00:00:00;Vente;270700
6715;2020-06-18 00:00:00;Vente;285000
6716;2020-06-25 00:00:00;Vente;334700
6717;2020-06-17 00:00:00;Vente;91660
6718;2020-06-23 00:00:00;Vente;100887
6719;2020-06-23 00:00:00;Vente;317275
6720;2020-06-12 00:00:00;Vente;572500
6721;2020-06-24 00:00:00;Vente;216000
6722;2020-06-26 00:00:00;Vente;119000
6723;2020-06-24 00:00:00;Vente;357730
6724;2020-06-02 00:00:00;Vente;155000
6725;2020-06-16 00:00:00;Vente;177000
6726;2020-06-19 00:00:00;Vente;281750
6727;2020-06-12 00:00:00;Vente;76000
6728;2020-06-08 00:00:00;Vente;135000
6729;2020-06-25 00:00:00;Vente;233000
6730;2020-06-26 00:00:00;Vente;127760
6731;2020-06-29 00:00:00;Vente;333000
6732;2020-06-24 00:00:00;Vente;106000
6733;2020-06-24 00:00:00;Vente;297000
6734;2020-06-30 00:00:00;Vente;257700
6735;2020-06-29 00:00:00;Vente;170000
6736;2020-06-12 00:00:00;Vente;107500
6737;2020-06-19 00:00:00;Vente;180000
6738;2020-06-26 00:00:00;Vente;199550
6739;2020-06-19 00:00:00;Vente;191000
6740;2020-06-12 00:00:00;Vente;118000
6741;2020-06-23 00:00:00;Vente;289000
6742;2020-06-09 00:00:00;Vente;161000
6743;2020-05-26 00:00:00;Vente;263000
6744;2020-06-12 00:00:00;Vente;140000
6745;2020-06-24 00:00:00;Vente;126000
6746;2020-06-09 00:00:00;Vente;243700
6747;2020-06-08 00:00:00;Vente;118800
6748;2020-06-25 00:00:00;Vente;143000
6749;2020-06-29 00:00:00;Vente;200000
6750;2020-06-16 00:00:00;Vente;186000
6751;2020-06-19 00:00:00;Vente;97000
6752;2020-06-19 00:00:00;Vente;195000
6753;2020-06-18 00:00:00;Vente;123148
6754;2020-06-19 00:00:00;Vente;125500
6755;2020-06-17 00:00:00;Vente;209800
6756;2020-06-30 00:00:00;Vente;203000
6757;2020-06-12 00:00:00;Vente;270000
6758;2020-06-26 00:00:00;Vente;213800
6759;2020-06-19 00:00:00;Vente;300300
6760;2020-06-15 00:00:00;Vente;380000
6761;2020-06-23 00:00:00;Vente;179000
6762;2020-06-30 00:00:00;Vente;221552
6763;2020-06-29 00:00:00;Vente;120700
6764;2020-06-23 00:00:00;Vente;363400
6765;2020-06-26 00:00:00;Vente;258550
6766;2020-05-12 00:00:00;Vente;175000
6767;2020-06-22 00:00:00;Vente;247000
6768;2020-05-29 00:00:00;Vente;163000
6769;2020-06-29 00:00:00;Vente;210000
6770;2020-06-26 00:00:00;Vente;218400
6771;2020-06-29 00:00:00;Vente;138000
6772;2020-06-29 00:00:00;Vente;242462
6773;2020-06-30 00:00:00;Vente;370000
6774;2020-06-26 00:00:00;Vente;154000
6775;2020-06-30 00:00:00;Vente;249000
6776;2020-01-07 00:00:00;Vente;118400
6777;2020-01-07 00:00:00;Vente;150400
6778;2020-01-08 00:00:00;Vente;163400
6779;2020-01-08 00:00:00;Vente;243000
6780;2020-01-08 00:00:00;Vente;139000
6781;2020-01-10 00:00:00;Vente;118200
6782;2020-01-09 00:00:00;Vente;306200
6783;2020-01-13 00:00:00;Vente;147610
6784;2020-01-13 00:00:00;Vente;172000
6785;2020-01-17 00:00:00;Vente;71000
6786;2020-01-06 00:00:00;Vente;86000
6787;2020-01-03 00:00:00;Vente;176000
6788;2020-01-08 00:00:00;Vente;257500
6789;2020-01-17 00:00:00;Vente;144000
6790;2020-01-10 00:00:00;Vente;60089
6791;2020-01-10 00:00:00;Vente;212400
6792;2020-01-07 00:00:00;Vente;216000
6793;2020-01-21 00:00:00;Vente;138317
6794;2020-01-09 00:00:00;Vente;348000
6795;2020-01-23 00:00:00;Vente;88000
6796;2020-01-08 00:00:00;Vente;218000
6797;2020-01-21 00:00:00;Vente;780000
6798;2020-01-17 00:00:00;Vente;800000
6799;2020-01-27 00:00:00;Vente;246472,5
6800;2020-01-27 00:00:00;Vente;368500
6801;2020-01-20 00:00:00;Vente;134500
6802;2020-01-24 00:00:00;Vente;101300
6803;2020-01-28 00:00:00;Vente;119000
6804;2020-01-23 00:00:00;Vente;254000
6805;2020-01-20 00:00:00;Vente;298000
6806;2020-01-14 00:00:00;Vente;1390000
6807;2020-01-20 00:00:00;Vente;690000
6808;2020-01-22 00:00:00;Vente;150800
6809;2020-01-28 00:00:00;Vente;85000
6810;2020-01-16 00:00:00;Vente;134000
6811;2020-01-23 00:00:00;Vente;85000
6812;2020-01-29 00:00:00;Vente;699000
6813;2020-01-27 00:00:00;Vente;789950
6814;2020-01-09 00:00:00;Vente;755000
6815;2020-01-28 00:00:00;Vente;799524
6816;2020-02-04 00:00:00;Vente;143810
6817;2020-01-30 00:00:00;Vente;90000
6818;2020-01-30 00:00:00;Vente;155000
6819;2020-01-27 00:00:00;Vente;537000
6820;2020-02-03 00:00:00;Vente;120400
6821;2020-01-30 00:00:00;Vente;243750
6822;2020-02-04 00:00:00;Vente;157000
6823;2020-02-05 00:00:00;Vente;108000
6824;2020-02-06 00:00:00;Vente;215000
6825;2020-01-15 00:00:00;Vente;162000
6826;2020-02-03 00:00:00;Vente;98000
6827;2020-02-04 00:00:00;Vente;168000
6828;2020-01-27 00:00:00;Vente;92650
6829;2020-01-31 00:00:00;Vente;190000
6830;2020-02-13 00:00:00;Vente;342800
6831;2020-02-14 00:00:00;Vente;138860
6832;2020-01-30 00:00:00;Vente;155000
6833;2020-02-06 00:00:00;Vente;253000
6834;2020-02-03 00:00:00;Vente;123750
6835;2020-02-05 00:00:00;Vente;177000
6836;2020-02-10 00:00:00;Vente;360000
6837;2020-02-10 00:00:00;Vente;198000
6838;2020-02-13 00:00:00;Vente;338430
6839;2020-02-06 00:00:00;Vente;280000
6840;2020-02-10 00:00:00;Vente;200000
6841;2020-02-14 00:00:00;Vente;332500
6842;2020-02-06 00:00:00;Vente;115000
6843;2020-02-06 00:00:00;Vente;207000
6844;2020-01-20 00:00:00;Vente;177000
6845;2020-02-07 00:00:00;Vente;135000
6846;2020-02-05 00:00:00;Vente;335000
6847;2020-01-29 00:00:00;Vente;182000
6848;2020-01-30 00:00:00;Vente;262000
6849;2020-02-19 00:00:00;Vente;282500
6850;2020-02-14 00:00:00;Vente;141790
6851;2020-02-26 00:00:00;Vente;155000
6852;2020-02-13 00:00:00;Vente;137000
6853;2020-02-20 00:00:00;Vente;210000
6854;2020-02-20 00:00:00;Vente;185000
6855;2020-02-11 00:00:00;Vente;460000
6856;2020-02-21 00:00:00;Vente;229500
6857;2020-02-11 00:00:00;Vente;129300
6858;2020-02-18 00:00:00;Vente;315000
6859;2020-02-27 00:00:00;Vente;55575
6860;2020-02-13 00:00:00;Vente;151000
6861;2020-02-21 00:00:00;Vente;220000
6862;2020-01-30 00:00:00;Vente;160000
6863;2020-02-20 00:00:00;Vente;160500
6864;2020-02-13 00:00:00;Vente;129684
6865;2020-01-31 00:00:00;Vente;270000
6866;2020-02-17 00:00:00;Vente;113760
6867;2020-02-17 00:00:00;Vente;172700
6868;2020-02-13 00:00:00;Vente;136000
6869;2020-02-26 00:00:00;Vente;179000
6870;2020-02-19 00:00:00;Vente;175500
6871;2020-02-21 00:00:00;Vente;150000
6872;2020-02-24 00:00:00;Vente;150000
6873;2020-02-11 00:00:00;Vente;235500
6874;2020-02-25 00:00:00;Vente;147500
6875;2020-03-03 00:00:00;Vente;80000
6876;2020-02-26 00:00:00;Vente;244000
6877;2020-03-04 00:00:00;Vente;255000
6878;2020-02-13 00:00:00;Vente;142955
6879;2020-02-28 00:00:00;Vente;227185
6880;2020-02-25 00:00:00;Vente;120600
6881;2020-02-28 00:00:00;Vente;100000
6882;2020-02-13 00:00:00;Vente;280043
6883;2020-02-27 00:00:00;Vente;246300
6884;2020-02-19 00:00:00;Vente;180000
6885;2020-02-26 00:00:00;Vente;95500
6886;2020-02-28 00:00:00;Vente;129000
6887;2020-02-13 00:00:00;Vente;145000
6888;2020-03-11 00:00:00;Vente;235400
6889;2020-02-28 00:00:00;Vente;119200
6890;2020-02-21 00:00:00;Vente;194000
6891;2020-02-14 00:00:00;Vente;325710
6892;2020-02-17 00:00:00;Vente;72000
6893;2020-02-28 00:00:00;Vente;288500
6894;2020-02-28 00:00:00;Vente;180000
6895;2020-02-20 00:00:00;Vente;138000
6896;2020-03-04 00:00:00;Vente;160000
6897;2020-02-19 00:00:00;Vente;177000
6898;2020-03-10 00:00:00;Vente;143000
6899;2020-02-25 00:00:00;Vente;284000
6900;2020-03-13 00:00:00;Vente;83500
6901;2020-02-28 00:00:00;Vente;79800
6902;2020-03-09 00:00:00;Vente;122000
6903;2020-02-14 00:00:00;Vente;212861
6904;2020-02-21 00:00:00;Vente;287500
6905;2020-02-18 00:00:00;Vente;270000
6906;2020-03-13 00:00:00;Vente;50000
6907;2020-02-20 00:00:00;Vente;112580
6908;2020-03-03 00:00:00;Vente;245000
6909;2020-03-11 00:00:00;Vente;221800
6910;2020-03-13 00:00:00;Vente;302000
6911;2020-02-20 00:00:00;Vente;159101
6912;2020-03-11 00:00:00;Vente;68870
6913;2020-03-13 00:00:00;Vente;256000
6914;2020-03-16 00:00:00;Vente;277500
6915;2020-03-11 00:00:00;Vente;555000
6916;2020-03-09 00:00:00;Vente;77000
6917;2020-03-17 00:00:00;Vente;218926
6918;2020-02-20 00:00:00;Vente;144000
6919;2020-02-18 00:00:00;Vente;180000
6920;2020-02-24 00:00:00;Vente;233900
6921;2020-02-26 00:00:00;Vente;165000
6922;2020-02-27 00:00:00;Vente;71000
6923;2020-03-20 00:00:00;Vente;142000
6924;2020-03-06 00:00:00;Vente;129320
6925;2020-02-25 00:00:00;Vente;275000
6926;2020-03-11 00:00:00;Vente;111350
6927;2020-03-16 00:00:00;Vente;154300
6928;2020-03-17 00:00:00;Vente;148000
6929;2020-03-23 00:00:00;Vente;147000
6930;2020-03-24 00:00:00;Vente;162000
6931;2020-03-16 00:00:00;Vente;252000
6932;2020-03-17 00:00:00;Vente;235510
6933;2020-03-02 00:00:00;Vente;158800
6934;2020-03-17 00:00:00;Vente;145000
6935;2020-03-18 00:00:00;Vente;250000
6936;2020-03-30 00:00:00;Vente;114000
6937;2020-03-06 00:00:00;Vente;44444
6938;2020-03-13 00:00:00;Vente;830000
6939;2020-03-23 00:00:00;Vente;213165
6940;2020-03-26 00:00:00;Vente;157000
6941;2020-03-24 00:00:00;Vente;207000
6942;2020-03-26 00:00:00;Vente;100000
6943;2020-03-20 00:00:00;Vente;220500
6944;2020-03-18 00:00:00;Vente;159000
6945;2020-03-12 00:00:00;Vente;164951
6946;2020-03-31 00:00:00;Vente;128130
6947;2020-03-19 00:00:00;Vente;294000
6948;2020-03-11 00:00:00;Vente;58000
6949;2020-04-10 00:00:00;Vente;109000
6950;2020-03-11 00:00:00;Vente;180000
6951;2020-03-18 00:00:00;Vente;158603
6952;2020-04-15 00:00:00;Vente;176000
6953;2020-04-10 00:00:00;Vente;694000
6954;2020-04-10 00:00:00;Vente;79900
6955;2020-04-15 00:00:00;Vente;150000
6956;2020-03-19 00:00:00;Vente;90000
6957;2020-04-17 00:00:00;Vente;192000
6958;2020-03-27 00:00:00;Vente;162000
6959;2020-04-10 00:00:00;Vente;307000
6960;2020-04-21 00:00:00;Vente;115000
6961;2020-04-15 00:00:00;Vente;73000
6962;2020-04-14 00:00:00;Vente;177500
6963;2020-04-24 00:00:00;Vente;88000
6964;2020-04-30 00:00:00;Vente;54400
6965;2020-04-24 00:00:00;Vente;125000
6966;2020-04-27 00:00:00;Vente;346000
6967;2020-04-17 00:00:00;Vente;169500
6968;2020-04-14 00:00:00;Vente;193000
6969;2020-04-17 00:00:00;Vente;137000
6970;2020-04-24 00:00:00;Vente;100000
6971;2020-04-30 00:00:00;Vente;199000
6972;2020-04-30 00:00:00;Vente;143250
6973;2020-05-06 00:00:00;Vente;238000
6974;2020-05-05 00:00:00;Vente;203000
6975;2020-04-29 00:00:00;Vente;197000
6976;2020-04-30 00:00:00;Vente;135850
6977;2020-05-11 00:00:00;Vente;259100
6978;2020-05-06 00:00:00;Vente;458700
6979;2020-04-30 00:00:00;Vente;387000
6980;2020-05-12 00:00:00;Vente;110000
6981;2020-05-16 00:00:00;Vente;590000
6982;2020-04-29 00:00:00;Vente;151000
6983;2020-05-18 00:00:00;Vente;210420
6984;2020-04-17 00:00:00;Vente;380000
6985;2020-04-24 00:00:00;Vente;51420
6986;2020-04-30 00:00:00;Vente;195000
6987;2020-05-12 00:00:00;Vente;69945
6988;2020-05-12 00:00:00;Vente;204000
6989;2020-05-04 00:00:00;Vente;126000
6990;2020-05-12 00:00:00;Vente;488561
6991;2020-04-24 00:00:00;Vente;88000
6992;2020-04-30 00:00:00;Vente;185000
6993;2020-05-18 00:00:00;Vente;600000
6994;2020-05-18 00:00:00;Vente;112700
6995;2020-05-14 00:00:00;Vente;301800
6996;2020-04-30 00:00:00;Vente;425000
6997;2020-05-12 00:00:00;Vente;315000
6998;2020-05-19 00:00:00;Vente;155000
6999;2020-05-14 00:00:00;Vente;93000
7000;2020-04-30 00:00:00;Vente;65000
7001;2020-05-14 00:00:00;Vente;135000
7002;2020-05-25 00:00:00;Vente;169000
7003;2020-05-20 00:00:00;Vente;282000
7004;2020-05-22 00:00:00;Vente;87200
7005;2020-05-13 00:00:00;Vente;125000
7006;2020-04-24 00:00:00;Vente;105000
7007;2020-05-12 00:00:00;Vente;200573
7008;2020-05-05 00:00:00;Vente;78600
7009;2020-05-12 00:00:00;Vente;87700
7010;2020-05-06 00:00:00;Vente;88000
7011;2020-05-12 00:00:00;Vente;72000
7012;2020-05-12 00:00:00;Vente;407500
7013;2020-05-12 00:00:00;Vente;77000
7014;2020-05-25 00:00:00;Vente;130000
7015;2020-05-11 00:00:00;Vente;149000
7016;2020-05-12 00:00:00;Vente;259052
7017;2020-04-29 00:00:00;Vente;375200
7018;2020-05-05 00:00:00;Vente;128500
7019;2020-05-12 00:00:00;Vente;95250
7020;2020-05-04 00:00:00;Vente;143050
7021;2020-05-25 00:00:00;Vente;224000
7022;2020-05-05 00:00:00;Vente;140000
7023;2020-05-14 00:00:00;Vente;87000
7024;2020-05-14 00:00:00;Vente;260000
7025;2020-05-18 00:00:00;Vente;203400
7026;2020-05-18 00:00:00;Vente;77500
7027;2020-05-20 00:00:00;Vente;167000
7028;2020-04-30 00:00:00;Vente;255000
7029;2020-05-14 00:00:00;Vente;198000
7030;2020-05-07 00:00:00;Vente;142000
7031;2020-05-28 00:00:00;Vente;152000
7032;2020-05-29 00:00:00;Vente;165861
7033;2020-05-13 00:00:00;Vente;165000
7034;2020-05-25 00:00:00;Vente;265000
7035;2020-05-14 00:00:00;Vente;221800
7036;2020-05-20 00:00:00;Vente;143400
7037;2020-05-29 00:00:00;Vente;190000
7038;2020-05-29 00:00:00;Vente;170000
