cadastre_id;code_type_voie;code_voie;code_id_commune;prefixe_section;section;numero_plan;nature_culture;nature_culture_speciale;surface_terrain
20435;0;1080;2635;;AP;628;;;
20436;1;590;2640;;BE;1;;;
20437;0;1111;2637;;BT;37;;;
20438;1;225;2632;;BO;84;;;
20439;18;A114;2649;;E;2214;;;
20440;0;373;2640;;BB;127;;;
20441;18;A220;2632;;BX;20;;;
20442;0;193;2640;;AV;43;;;
20443;0;73;2634;;AK;5;;;
20444;1;1735;2637;;BX;89;;;
20445;0;78;2634;;BD;37;;;
20446;5;803;2635;;AX;21;;;
20447;8;B051;2651;;AK;118;;;
20448;5;40;2635;;AZ;396;;;
20449;0;199;2640;;AV;50;;;
20450;3;25;2633;;AH;341;;;
20451;0;196;2634;;AE;282;;;
20452;0;159;2634;;AD;706;;;
20453;0;182;2639;;CI;24;;;
20454;1;240;2645;;AL;379;;;
20455;10;179;2652;;AL;23;;;
20456;15;157;2634;;BI;14;;;
20457;0;300;2649;;E;3970;;;
20458;2;121;2634;;AR;172;;;
20459;22;54;2638;;AB;1326;;;
20460;18;A300;2639;;CM;23;;;
20461;1;307;2636;;AX;321;;;
20462;0;860;2635;;AP;500;;;
20463;1;98;2640;;AX;69;;;
20464;0;360;2640;;BM;89;;;
20465;3;480;2635;;AN;70;;;
20466;15;297;2634;;AC;528;;;
20467;18;A144;2643;;BZ;29;;;
20468;0;425;2638;;AB;1185;;;
20469;1;1620;2637;;EP;1;;;
20470;1;1735;2637;;BX;90;;;
20471;1;161;2633;;AX;321;;;
20472;10;333;2635;;AL;1089;S;;442
20473;0;600;2653;;F;883;;;
20474;1;524;2643;;AW;166;;;
20475;8;B001;2632;;AY;25;;;
20476;0;565;2637;;EO;43;;;
20477;18;A332;2639;;BT;15;;;
20478;18;A047;2635;;AW;355;;;
20479;5;268;2642;;CM;155;;;
20480;1;524;2643;;AX;94;;;
20481;50;167;2642;;CH;7;;;
20482;0;720;2632;;BN;85;;;
20483;0;210;2647;;AB;399;;;
20484;5;526;2643;;AW;166;;;
20485;8;B013;2632;;AP;96;;;
20486;0;340;2636;;AS;269;;;
20487;12;640;2643;;AA;78;;;
20488;0;290;2647;;AB;111;;;
20489;1;24;2633;;AT;177;;;
20490;10;467;2645;;BN;42;;;
20491;5;443;2638;;B;346;VI;VAOC;646
20492;1;1070;2637;;BB;241;;;
20493;8;B081;2637;;DE;20;;;
20494;0;363;2634;;AD;504;;;
20495;0;363;2634;;AD;704;;;
20496;5;125;2634;;AP;68;;;
20497;0;100;2634;;AK;95;;;
20498;0;640;2638;;AB;795;;;
20499;1;205;2633;;AZ;190;;;
20500;0;170;2636;;AT;160;;;
20501;23;X014;2643;;AV;380;;;
20502;0;350;2642;;CN;355;;;
20503;15;34;2635;;AO;205;;;
20504;1;645;2632;;BX;18;;;
20505;0;48;2644;;AE;257;;;
20506;1;524;2643;;AX;235;;;
20507;0;32;2634;;AE;340;;;
20508;1;24;2633;;AT;177;;;
20509;2;222;2633;;AK;74;;;
20510;0;241;2647;;AL;194;;;
20511;12;1230;2635;;AP;653;;;
20512;0;860;2642;;CN;215;;;
20513;1;1041;2635;;AR;315;;;
20514;0;140;2646;;C;550;;;
20515;1;379;2639;;CM;202;;;
20516;1;160;2654;;C;1178;;;
20517;0;606;2640;;BS;237;;;
20518;5;135;2632;;BI;61;;;
20519;0;182;2639;;CI;24;;;
20520;18;A520;2639;;CB;145;;;
20521;0;182;2639;;CI;24;;;
20522;0;620;2635;;AP;881;;;
20523;15;117;2634;;AL;559;;;
20524;10;141;2638;;AB;1331;;;
20525;0;630;2642;;CN;185;;;
20526;2;1534;2637;;AK;191;;;
20527;1;685;2637;;BB;287;;;
20528;15;1365;2637;;BX;118;;;
20529;1;1275;2637;;BV;145;;;
20530;1;1620;2637;;EP;1;;;
20531;18;A190;2632;;BX;24;;;
20532;2;222;2633;;AK;74;;;
20533;8;B030;2655;;AH;697;;;
20534;1;1735;2637;;BS;16;;;
20535;21;270;2638;;AB;585;;;
20536;1;315;2632;;BX;23;;;
20537;0;100;2634;;AK;581;;;
20538;0;380;2636;;AS;366;;;
20539;2;222;2633;;AK;74;;;
20540;0;78;2644;;AM;378;;;
20541;1;684;2637;;ED;60;;;
20542;1;205;2633;;AZ;170;;;
20543;0;661;2637;;IM;36;;;
20544;1;205;2634;;AL;525;;;
20545;0;243;2634;;AH;242;;;
20546;1;1220;2637;;BW;62;;;
20547;0;2740;2637;;BA;132;;;
20548;0;172;2640;;AX;26;;;
20549;1;205;2633;;AZ;190;;;
20550;8;A042;2640;;BM;106;;;
20551;1;205;2633;;AZ;190;;;
20552;5;643;2632;;BX;2;;;
20553;1;98;2640;;AX;39;;;
20554;0;2530;2637;;BT;204;;;
20555;5;455;2632;;BB;20;;;
20556;1;133;2632;;AK;124;;;
20557;8;A045;2640;;AX;26;;;
20558;0;980;2642;;CN;308;;;
20559;1;1735;2637;;BS;16;;;
20560;1;205;2633;;AZ;240;;;
20561;2;222;2633;;AK;74;;;
20562;1;520;2635;;AP;208;;;
20563;3;334;2648;;D;417;;;
20564;15;995;2637;;IH;25;;;
20565;8;B106;2637;;HH;352;;;
20566;1;80;2637;;DD;28;;;
20567;1;644;2632;;BW;12;;;
20568;1;98;2640;;AX;70;;;
20569;19;662;2654;;M;568;;;
20570;0;540;2636;;AT;60;;;
20571;1;524;2643;;AX;119;;;
20572;8;A020;2640;;BB;141;;;
20573;0;480;2638;;AB;1173;;;
20574;5;367;2642;;BZ;16;;;
20575;1;379;2639;;CE;248;;;
20576;18;A332;2639;;BT;15;;;
20577;1;1220;2637;;BW;309;;;
20578;5;880;2635;;AW;350;;;
20579;0;630;2642;;CN;236;;;
20580;5;803;2635;;AX;21;;;
20581;5;210;2638;;AC;1262;;;
20582;18;A334;2639;;CD;106;;;
20583;1;223;2634;;AH;128;;;
20584;0;870;2637;;BC;215;;;
20585;0;1101;2637;;BV;161;;;
20586;0;320;2637;;BA;318;;;
20587;0;442;2637;;CY;24;;;
20588;0;210;2637;;BX;206;;;
20589;0;1136;2637;;DH;38;;;
20590;15;157;2634;;BK;60;;;
20591;5;33;2638;;AE;486;;;
20592;0;690;2642;;CN;309;;;
20593;1;98;2640;;AX;110;;;
20594;2;795;2635;;AV;302;;;
20595;0;475;2643;;BD;11;S;;138
20596;1;1620;2637;;EP;1;;;
20597;15;62;2634;;AD;397;;;
20598;0;2191;2637;;IE;47;;;
20599;0;490;2642;;CN;247;;;
20600;0;121;2647;;AL;216;;;
20601;5;140;2644;;AC;98;;;
20602;0;2440;2637;;BC;171;;;
20603;10;2604;2637;;IM;107;;;
20604;0;1965;2637;;BL;97;;;
20605;0;640;2638;;AB;1115;;;
20606;2;2101;2637;;EZ;10;;;
20607;0;6;2634;;AL;567;;;
20608;0;1900;2637;;BC;132;;;
20609;0;360;2634;;AI;54;;;
20610;1;524;2643;;AW;124;;;
20611;0;130;2640;;BO;75;;;
20612;0;640;2638;;AB;1114;;;
20613;5;378;2633;;AZ;12;;;
20614;0;606;2640;;BS;234;;;
20615;77;733;2643;;BD;11;S;;397
20616;0;420;2638;;AB;701;;;
20617;1;343;2636;;AV;85;;;
20618;5;2380;2637;;CN;1;;;
20619;0;1560;2637;;BB;239;;;
20620;5;2001;2637;;HO;101;;;
20621;2;1757;2637;;BR;88;;;
20622;1;524;2643;;AX;235;;;
20623;1;440;2643;;AV;89;;;
20624;0;348;2640;;AW;76;;;
20625;1;345;2633;;AV;172;;;
20626;0;340;2640;;BM;155;;;
20627;1;1020;2637;;BV;124;;;
20628;15;995;2637;;IH;25;;;
20629;0;81;2645;;AD;846;;;
20630;2;2101;2637;;EX;98;;;
20631;0;540;2638;;AB;573;;;
20632;1;98;2640;;AX;60;;;
20633;8;1219;2635;;AM;646;;;
20634;5;313;2633;;AX;101;;;
20635;3;50;2635;;AL;2;;;
20636;2;222;2633;;AK;74;;;
20637;5;170;2635;;AP;784;;;
20638;1;2170;2637;;BY;127;;;
20639;0;770;2635;;AP;598;;;
20640;1;1061;2635;;AN;696;;;
20641;1;180;2645;;AK;210;;;
20642;1;213;2639;;CL;101;;;
20643;10;242;2635;;AL;2427;;;
20644;8;A023;2635;;AL;1166;;;
20645;0;324;2645;;AB;377;;;
20646;1;1220;2637;;BW;56;;;
20647;5;270;2648;;A;1953;S;;1000
20648;15;117;2634;;AL;559;;;
20649;18;A220;2639;;CN;65;;;
20650;1;420;2647;;AK;183;;;
20651;2;1757;2637;;BP;1;;;
20652;0;238;2640;;BI;76;;;
20653;0;640;2638;;AB;1158;;;
20654;0;240;2638;;AB;675;;;
20655;1;1065;2637;;DH;107;;;
20656;15;117;2634;;AL;559;;;
20657;0;580;2635;;AP;327;;;
20658;0;1370;2637;;BX;238;;;
20659;0;182;2639;;CI;24;;;
20660;19;29;2634;;AK;572;;;
20661;1;1220;2637;;BW;85;;;
20662;18;A480;2632;;BT;120;;;
20663;0;630;2635;;AP;288;;;
20664;8;B024;2639;;CL;83;;;
20665;1;1020;2637;;BV;127;;;
20666;1;379;2639;;CE;248;;;
20667;0;90;2634;;AI;572;;;
20668;15;297;2634;;AD;710;;;
20669;5;125;2634;;AP;68;;;
20670;0;373;2640;;BB;127;;;
20671;0;99;2634;;AI;62;;;
20672;3;365;2633;;AH;306;;;
20673;15;320;2649;;E;1370;;;
20674;0;690;2642;;CN;300;;;
20675;5;40;2635;;AZ;510;;;
20676;0;1640;2637;;BV;44;;;
20677;8;1219;2635;;AC;672;;;
20678;1;1220;2637;;AL;180;;;
20679;0;48;2644;;AE;257;;;
20680;0;70;2644;;AM;412;;;
20681;0;540;2636;;AO;49;;;
20682;0;16;2635;;AS;615;;;
20683;1;257;2637;;BX;308;;;
20684;1;205;2634;;AL;525;;;
20685;1;80;2637;;DD;28;;;
20686;0;480;2638;;AB;1271;;;
20687;1;98;2640;;AX;69;;;
20688;0;300;2640;;BO;181;;;
20689;0;100;2656;;AC;314;;;
20690;1;1061;2635;;AN;14;;;
20691;5;910;2637;;BV;142;;;
20692;3;480;2635;;AN;222;;;
20693;10;234;2645;;AA;108;;;
20694;15;238;2634;;BI;17;;;
20695;1;26;2640;;BS;233;;;
20696;2;1757;2637;;BR;88;;;
20697;5;1350;2637;;IC;7;;;
20698;3;480;2635;;AN;362;;;
20699;0;50;2634;;AE;190;;;
20700;12;540;2654;;M;467;;;
20701;1;370;2637;;DH;75;;;
20702;0;172;2640;;AX;23;;;
20703;5;803;2635;;AZ;393;;;
20704;1;24;2633;;AT;177;;;
20705;8;1219;2635;;AC;672;;;
20706;15;995;2637;;IH;18;;;
20707;8;B024;2639;;CL;83;;;
20708;1;258;2647;;AP;62;;;
20709;15;117;2634;;AL;559;;;
20710;0;381;2634;;BL;12;;;
20711;1;370;2637;;BS;21;;;
20712;0;41;2644;;AK;414;;;
20713;0;400;2656;;AC;108;;;
20714;1;1170;2637;;IM;318;;;
20715;1;130;2635;;AR;266;;;
20716;5;55;2635;;AN;694;;;
20717;0;1370;2637;;BV;51;;;
20718;15;297;2634;;AC;513;;;
20719;1;846;2637;;EA;18;;;
20720;3;480;2635;;AN;268;;;
20721;8;B025;2639;;BX;31;;;
20722;1;200;2632;;BT;49;;;
20723;12;724;2643;;AN;30;;;
20724;12;1550;2637;;BA;162;;;
20725;0;7;2645;;AK;235;;;
20726;0;1181;2637;;EO;79;;;
20727;0;629;2640;;BY;457;;;
20728;1;2279;2637;;EX;37;;;
20729;0;85;2638;;AB;781;;;
20730;1;524;2643;;AX;235;;;
20731;8;A045;2640;;AX;26;;;
20732;1;1061;2635;;AN;733;;;
20733;5;372;2634;;AE;313;;;
20734;5;118;2636;;AP;237;;;
20735;15;1531;2637;;EO;50;;;
20736;1;645;2632;;BT;63;;;
20737;3;480;2635;;AN;268;;;
20738;18;A025;2632;;BX;6;;;
20739;0;120;2632;;BS;109;;;
20740;0;70;2642;;CN;42;;;
20741;18;A025;2632;;BX;6;;;
20742;15;995;2637;;IH;18;;;
20743;0;2730;2637;;BB;154;;;
20744;1;200;2632;;BT;40;;;
20745;8;1219;2635;;AC;672;;;
20746;10;497;2639;;BZ;87;;;
20747;5;1540;2637;;DC;41;;;
20748;0;110;2634;;AI;605;;;
20749;0;70;2642;;CN;16;;;
20750;0;333;2634;;AC;511;;;
20751;15;157;2634;;BI;14;;;
20752;0;430;2638;;AB;141;;;
20753;0;380;2636;;AS;215;;;
20754;1;70;2637;;BX;2;;;
20755;0;1060;2637;;BB;207;;;
20756;1;13;2634;;AC;275;;;
20757;0;540;2636;;AT;188;;;
20758;0;2530;2637;;BT;119;;;
20759;5;803;2635;;AZ;260;;;
20760;5;210;2638;;AC;1262;;;
20761;1;524;2643;;AW;124;;;
20762;0;442;2637;;CY;24;;;
20763;1;135;2633;;CA;48;;;
20764;2;240;2639;;CE;213;;;
20765;15;357;2643;;AW;132;;;
20766;14;1160;2635;;AR;165;;;
20767;2;893;2635;;AL;246;;;
20768;18;A025;2632;;BX;6;;;
20769;2;320;2639;;CE;159;;;
20770;5;1028;2642;;CP;195;;;
20771;1;760;2637;;CN;277;;;
20772;8;A045;2640;;AX;25;;;
20773;15;277;2632;;BD;41;;;
20774;0;238;2640;;BI;76;;;
20775;5;1420;2637;;DE;13;;;
20776;0;333;2634;;AD;487;;;
20777;1;105;2634;;BD;11;;;
20778;3;2586;2637;;AE;233;;;
20779;0;400;2650;;D;378;;;
20780;1;84;2634;;BE;228;;;
20781;1;1195;2637;;BV;116;;;
20782;0;134;2632;;BV;219;;;
20783;0;1290;2637;;BB;323;;;
20784;1;379;2639;;CM;130;;;
20785;0;691;2637;;BZ;278;;;
20786;10;236;2644;;BB;23;;;
20787;8;B030;2655;;AH;864;;;
20788;1;180;2644;;AA;49;;;
20789;1;315;2632;;BT;62;;;
20790;0;835;2637;;AW;196;;;
20791;39;175;2635;;AP;782;;;
20792;19;29;2634;;AK;572;;;
20793;0;100;2634;;AK;549;;;
20794;0;40;2638;;AB;282;;;
20795;28;942;2643;;BD;11;S;;238
20796;1;81;2639;;DK;242;;;
20797;5;440;2639;;DI;49;;;
20798;18;A415;2639;;CL;82;;;
20799;0;348;2640;;AW;76;;;
20800;0;312;2643;;AD;498;;;
20801;15;86;2639;;BX;28;;;
20802;2;280;2639;;CE;40;;;
20803;0;238;2640;;BI;76;;;
20804;0;91;2634;;AK;590;;;
20805;15;357;2643;;AW;139;;;
20806;15;355;2639;;CD;7;;;
20807;0;1149;2637;;CN;182;;;
20808;5;2001;2637;;HO;101;;;
20809;8;A158;2637;;BP;1;;;
20810;0;2740;2637;;BA;135;;;
20811;15;735;2643;;AV;24;;;
20812;1;524;2643;;AX;235;;;
20813;0;460;2634;;AI;117;;;
20814;0;380;2647;;AB;202;;;
20815;1;524;2643;;AX;235;;;
20816;3;1120;2637;;ES;37;;;
20817;1;1735;2637;;BS;16;;;
20818;1;685;2637;;BB;287;;;
20819;0;835;2637;;AL;94;;;
20820;0;691;2637;;BZ;278;;;
20821;1;370;2637;;DH;207;;;
20822;15;238;2634;;BI;17;;;
20823;0;70;2644;;AA;321;;;
20824;1;524;2643;;AW;124;;;
20825;1;524;2643;;AW;166;;;
20826;10;2692;2637;;AK;215;;;
20827;15;357;2640;;BB;22;;;
20828;3;421;2642;;BA;32;;;
20829;5;125;2634;;AP;68;;;
20830;0;363;2634;;AD;504;;;
20831;0;423;2640;;BB;134;;;
20832;0;187;2634;;AC;402;;;
20833;1;495;2643;;AN;40;;;
20834;1;524;2643;;AX;235;;;
20835;0;221;2645;;AA;180;;;
20836;0;333;2634;;AC;521;;;
20837;2;331;2642;;BM;217;;;
20838;15;34;2635;;AO;456;;;
20839;1;524;2643;;AX;105;;;
20840;18;A144;2643;;BZ;29;;;
20841;1;524;2643;;AW;124;;;
20842;8;B013;2632;;AR;93;;;
20843;0;582;2657;;BR;17;;;
20844;0;290;2658;;IL;243;;;
20845;0;1000;2658;;DK;374;;;
20846;0;460;2657;;CE;399;;;
20847;0;303;2659;;M;1208;;;
20848;1;6590;2658;;IT;547;;;
20849;0;2190;2658;;DM;61;;;
20850;1;2326;2658;;CR;1275;;;
20851;12;6630;2658;;DK;364;;;
20852;3;21;2660;;BO;360;;;
20853;0;1515;2658;;HS;56;;;
20854;10;5200;2658;;IO;17;;;
20855;0;3270;2658;;DL;399;;;
20856;10;1860;2658;;IL;595;;;
20857;8;B199;2661;;I;14;S;;186
20858;0;1110;2662;;DO;12;;;
20859;1;482;2663;;AY;1;;;
20860;0;3270;2658;;DL;1095;;;
20861;1;595;2662;;DS;128;;;
20862;0;636;2664;;AC;366;;;
20863;5;899;2662;;EE;104;;;
20864;1;6080;2658;;HZ;485;;;
20865;0;3774;2658;;DX;253;;;
20866;5;554;2665;;BC;412;;;
20867;0;340;2664;;AB;28;;;
20868;0;665;2664;;AM;289;;;
20869;1;94;2663;;AR;38;;;
20870;1;482;2663;;AY;1;;;
20871;0;860;2658;;DL;814;;;
20872;24;275;2666;;AS;198;;;
20873;0;3774;2658;;DX;253;;;
20874;0;1890;2657;;CE;846;;;
20875;0;5310;2658;;DI;718;;;
20876;12;50;2667;;BH;289;;;
20877;3;460;2662;;CA;208;;;
20878;1;495;2657;;CH;24;;;
20879;0;1070;2658;;DN;499;;;
20880;0;2295;2660;;BD;419;;;
20881;0;820;2658;;DL;309;;;
20882;5;400;2668;;AY;391;;;
20883;0;1970;2658;;DI;408;;;
20884;10;1860;2658;;IL;595;;;
20885;12;5010;2658;;DK;830;;;
20886;12;6630;2658;;DK;275;;;
20887;0;2642;2658;;EI;350;;;
20888;1;2326;2658;;CR;1275;;;
20889;10;62;2667;;BI;72;;;
20890;1;1990;2658;;IL;276;;;
20891;1;6320;2658;;HO;276;;;
20892;12;5010;2658;;DK;600;;;
20893;18;A681;2663;;AS;117;;;
20894;0;4469;2660;;BE;206;;;
20895;1;6400;2658;;CO;181;;;
20896;15;226;2669;;AC;361;;;
20897;0;5420;2658;;DK;24;;;
20898;0;326;2658;;IR;503;;;
20899;5;1435;2657;;BV;214;;;
20900;1;290;2663;;AW;171;;;
20901;12;1355;2658;;IO;161;;;
20902;10;1860;2658;;IL;723;;;
20903;1;60;2662;;DN;28;;;
20904;12;1666;2658;;DZ;400;;;
20905;1;540;2670;;AW;15;;;
20906;0;2660;2658;;DN;331;;;
20907;0;3210;2658;;DN;799;;;
20908;0;2450;2658;;DL;336;;;
20909;0;6280;2658;;HY;30;;;
20910;1;6590;2658;;IK;584;;;
20911;10;1860;2658;;IL;498;;;
20912;10;1860;2658;;IL;603;;;
20913;2;267;2671;;BK;171;;;
20914;0;4653;2660;;AX;207;;;
20915;0;940;2658;;DM;349;;;
20916;0;1456;2658;;IR;588;;;
20917;0;2660;2658;;DN;436;;;
20918;7;A642;2663;;AP;122;S;;283
20919;1;1117;2657;;BK;501;;;
20920;1;936;2662;;BZ;104;;;
20921;0;1540;2657;;CE;204;;;
20922;0;1070;2658;;DN;24;;;
20923;1;2326;2658;;CR;1275;;;
20924;1;2326;2658;;CR;1275;;;
20925;0;3960;2658;;DK;61;;;
20926;1;3250;2658;;IW;870;;;
20927;1;2326;2658;;CR;1275;;;
20928;0;2572;2660;;AX;207;;;
20929;0;92;2661;;F;1569;;;
20930;10;162;2659;;D;1432;;;
20931;0;820;2658;;DL;355;;;
20932;0;657;2657;;BZ;170;;;
20933;0;4850;2658;;DL;246;;;
20934;12;1142;2657;;CM;306;;;
20935;0;6050;2658;;DK;1077;;;
20936;4;52;2672;;F;72;;;
20937;0;3774;2658;;DX;253;;;
20938;1;605;2671;;AL;286;;;
20939;0;251;2659;;D;1023;;;
20940;1;94;2663;;AS;95;;;
20941;12;1666;2658;;DZ;400;;;
20942;5;802;2670;;AO;219;;;
20943;12;4430;2658;;DI;315;;;
20944;0;245;2663;;AV;19;;;
20945;0;5830;2658;;DH;341;;;
20946;1;6590;2658;;HI;37;;;
20947;5;330;2666;;AL;75;;;
20948;15;34;2659;;M;1215;;;
20949;2;195;2671;;BK;207;;;
20950;12;201;2671;;AI;95;;;
20951;0;6770;2658;;DK;767;;;
20952;0;3460;2658;;DN;736;;;
20953;0;8;2667;;BI;210;;;
20954;12;1666;2658;;DZ;400;;;
20955;15;6300;2658;;IK;635;;;
20956;10;5208;2660;;BP;357;;;
20957;10;4730;2658;;DK;605;;;
20958;5;655;2662;;BO;107;;;
20959;2;1373;2657;;CV;332;S;;248
20960;0;2913;2658;;IN;471;;;
20961;3;4080;2658;;DW;296;;;
20962;12;38;2667;;BI;210;;;
20963;5;5900;2658;;EP;69;;;
20964;8;B199;2661;;I;5;;;
20965;12;1666;2658;;DZ;400;;;
20966;0;1510;2658;;DK;35;;;
20967;8;B075;2673;;D;1785;;;
20968;1;3930;2658;;IX;308;;;
20969;0;1325;2658;;HW;321;;;
20970;0;1744;2660;;BH;190;;;
20971;0;5452;2658;;DS;485;;;
20972;3;4080;2658;;IN;482;;;
20973;1;6080;2658;;HZ;234;;;
20974;0;300;2658;;DK;707;;;
20975;0;425;2664;;AC;396;;;
20976;5;900;2660;;BN;409;;;
20977;10;4951;2658;;IO;361;;;
20978;1;570;2662;;DL;38;;;
20979;1;6080;2658;;HZ;956;;;
20980;1;6400;2658;;HM;34;;;
20981;0;5850;2658;;DM;403;;;
20982;1;190;2663;;AK;157;;;
20983;12;6772;2658;;IO;290;;;
20984;10;5170;2658;;IT;180;;;
20985;0;2248;2658;;EZ;181;;;
20986;1;4060;2658;;IY;111;;;
20987;0;6410;2658;;DL;518;;;
20988;1;6400;2658;;IX;507;;;
20989;12;1666;2658;;DZ;400;;;
20990;0;920;2657;;CE;657;;;
20991;0;2585;2658;;DN;679;;;
20992;0;329;2664;;AC;396;;;
20993;10;6693;2658;;HY;632;;;
20994;5;409;2669;;AM;2;;;
20995;0;1710;2657;;CE;408;;;
20996;0;978;2658;;HS;70;;;
20997;0;300;2658;;DK;707;;;
20998;0;24;2674;;AN;20;;;
20999;0;30;2675;;AV;372;;;
21000;5;1589;2676;;AM;877;;;
21001;24;590;2675;;AT;43;;;
21002;0;1030;2677;;BN;119;;;
21003;3;65;2677;;CM;197;;;
21004;1;690;2678;;C;103;;;
21005;0;440;2679;;CK;123;;;
21006;0;510;2676;;CP;495;;;
21007;30;20;2680;;AZ;33;;;
21008;0;177;2681;;H;810;;;
21009;3;1680;2676;;BR;61;;;
21010;5;575;2680;;BH;220;;;
21011;0;217;2679;;BX;1800;;;
21012;0;740;2677;;BV;126;;;
21013;0;333;2675;;AT;5;;;
21014;18;A122;2676;;AM;370;;;
21015;10;61;2677;;BV;132;;;
21016;0;330;2675;;AT;124;;;
21017;8;B048;2682;;AB;36;;;
21018;0;754;2683;;AL;743;;;
21019;3;800;2684;;AL;186;;;
21020;0;1700;2676;;CP;164;;;
21021;0;150;2685;;AA;98;;;
21022;8;A827;2675;;BE;18;;;
21023;0;1700;2676;;CP;164;;;
21024;0;1310;2676;;CP;227;;;
21025;1;879;2679;;CK;447;;;
21026;1;879;2679;;CK;458;;;
21027;0;1550;2676;;CP;1521;;;
21028;12;380;2686;;AB;585;;;
21029;5;1845;2677;;CC;355;;;
21030;18;A950;2677;;CK;37;;;
21031;0;380;2675;;AT;59;;;
21032;5;472;2679;;CM;235;;;
21033;44;557;2679;;CM;483;;;
21034;1;1740;2676;;BZ;35;;;
21035;40;A548;2676;;AM;1225;;;
21036;0;890;2675;;AV;92;;;
21037;0;994;2679;;BX;932;;;
21038;4;260;2679;;CK;915;;;
21039;8;B048;2682;;AB;36;;;
21040;1;555;2679;;BY;351;;;
21041;5;107;2687;;AI;829;;;
21042;18;A020;2679;;BY;254;;;
21043;18;A691;2677;;AD;209;;;
21044;8;B011;2686;;F;410;;;
21045;1;1176;2679;;AZ;445;;;
21046;7;A080;2680;;BA;34;;;
21047;3;310;2676;;CI;638;;;
21048;0;774;2679;;CK;1385;;;
21049;44;240;2679;;CI;63;;;
21050;0;1545;2676;;CP;1432;;;
21051;2;1317;2679;;BC;816;;;
21052;0;520;2676;;CP;252;;;
21053;1;1490;2679;;CK;1382;;;
21054;44;375;2679;;CN;99;;;
21055;14;160;2675;;AS;29;;;
21056;1;444;2678;;C;2592;;;
21057;1;1085;2675;;BK;28;;;
21058;0;752;2680;;AC;674;;;
21059;24;320;2676;;CP;417;;;
21060;1;879;2679;;CK;458;;;
21061;8;B048;2682;;AB;36;;;
21062;18;A020;2679;;BY;254;;;
21063;15;980;2677;;BX;406;;;
21064;10;1979;2688;;BT;565;;;
21065;1;423;2689;;AM;19;;;
21066;1;423;2689;;AM;19;;;
21067;0;710;2688;;BS;324;;;
21068;0;330;2690;;BY;183;;;
21069;5;110;2691;;AV;333;;;
21070;3;16;2692;;B;1297;;;
21071;0;330;2690;;BY;195;;;
21072;0;43;2693;;AO;470;;;
21073;0;62;2693;;AM;443;;;
21074;0;106;2694;;AB;219;;;
21075;0;17;2695;;AR;197;;;
21076;6;25;2696;;H;548;;;
21077;6;332;2697;;AP;669;;;
21078;1;1310;2688;;BT;233;;;
21079;0;875;2693;;AO;91;;;
21080;0;62;2693;;AM;443;;;
21081;0;438;2697;;AP;145;;;
21082;0;1383;2688;;BK;217;;;
21083;3;802;2698;;AI;311;;;
21084;1;170;2688;;AL;175;;;
21085;0;200;2688;;BO;15;;;
21086;10;768;2693;;D;1017;;;
21087;1;1850;2688;;BI;116;;;
21088;6;332;2697;;AP;255;;;
21089;0;33;2688;;AV;326;;;
21090;0;710;2688;;BD;22;;;
21091;10;1030;2688;;BO;281;;;
21092;0;1860;2688;;BO;160;;;
21093;0;2216;2688;;P;1682;;;
21094;0;710;2688;;BD;22;;;
21095;43;A040;2688;;AL;292;;;
21096;0;763;2699;;I;393;;;
21097;3;16;2692;;B;1153;;;
21098;18;A681;2688;;AM;196;;;
21099;1;26;2696;;H;541;;;
21100;3;680;2700;;BI;136;;;
21101;1;670;2690;;BZ;183;;;
21102;0;710;2688;;BD;22;;;
21103;10;621;2701;;HT;417;;;
21104;0;68;2702;;AT;123;;;
21105;0;70;2703;;AB;818;;;
21106;0;260;2704;;AE;715;;;
21107;8;C147;2701;;ZR;76;;;
21108;0;30;2701;;AI;343;;;
21109;12;584;2705;;BE;329;;;
21110;0;2337;2701;;ZS;287;;;
21111;15;110;2701;;AI;284;;;
21112;0;18;2701;;AI;343;;;
21113;15;202;2701;;AC;496;;;
21114;0;2160;2701;;AZ;185;;;
21115;0;1590;2701;;AN;441;;;
21116;0;18;2701;;AI;343;;;
21117;0;1550;2701;;AL;329;;;
21118;1;666;2702;;AP;176;;;
21119;18;A003;2701;;DR;90;;;
21120;0;1620;2701;;AI;284;;;
21121;10;724;2701;;ZS;173;;;
21122;0;2160;2701;;AZ;185;;;
21123;0;1120;2701;;BK;784;;;
21124;0;40;2706;;AB;244;;;
21125;0;305;2707;;AD;608;;;
21126;0;1382;2704;;AI;530;;;
21127;0;2008;2701;;BM;198;;;
21128;10;1341;2701;;IO;8;;;
21129;0;2160;2701;;AZ;182;;;
21130;8;C147;2701;;ZR;76;;;
21131;0;380;2701;;AL;168;;;
21132;12;584;2705;;BE;329;;;
21133;0;1100;2701;;AN;417;;;
21134;1;14;2708;;D;1465;;;
21135;0;280;2704;;AE;59;;;
21136;12;2625;2701;;AH;498;;;
21137;0;750;2701;;DR;105;;;
21138;0;1427;2701;;BW;306;;;
21139;0;1405;2709;;AT;78;;;
21140;12;2625;2701;;AH;498;;;
21141;0;80;2701;;AZ;637;;;
21142;15;120;2701;;DR;94;;;
21143;8;558;2701;;IO;50;;;
21144;1;1197;2701;;HT;180;;;
21145;10;724;2701;;ZS;173;;;
21146;0;830;2701;;AH;126;;;
21147;1;14;2708;;D;1465;;;
21148;0;2280;2709;;AC;776;;;
21149;12;720;2710;;AH;674;;;
