cadastre_id;code_type_voie;code_voie;code_id_commune;prefixe_section;section;numero_plan;nature_culture;nature_culture_speciale;surface_terrain
10406;66;68;1305;;YK;1338;;;
10407;0;1066;1286;;CM;471;;;
10408;0;2086;1297;;AD;311;;;
10409;0;1250;1286;;AR;671;;;
10410;0;711;1300;;CC;277;;;
10411;1;140;1308;;AK;1;;;
10412;0;3950;1285;;AD;182;;;
10413;9;3008;1295;;AL;36;;;
10414;0;2876;1286;;CL;646;;;
10415;0;60;1309;;AL;68;;;
10416;0;1764;1286;;BY;725;;;
10417;0;1103;1310;;B;1038;;;
10418;0;60;1306;;AD;257;;;
10419;0;4213;1285;;BP;718;;;
10420;1;320;1302;;O;1336;;;
10421;0;2795;1285;;AN;646;;;
10422;0;3230;1295;;BR;150;;;
10423;3;1660;1304;;AN;72;;;
10424;0;4213;1285;;BP;718;;;
10425;0;2460;1287;;BS;439;;;
10426;0;53;1285;;AD;303;;;
10427;0;170;1291;;AP;89;;;
10428;0;131;1291;;AC;3;;;
10429;1;1340;1300;;CS;191;;;
10430;0;203;1293;;AI;280;;;
10431;10;1480;1287;;AV;378;;;
10432;10;2421;1295;;BB;167;;;
10433;1;3750;1286;;CI;311;;;
10434;0;1502;1286;;CK;671;;;
10435;0;3088;1297;;AA;966;;;
10436;0;2696;1295;;AB;611;;;
10437;0;949;1300;;CB;172;;;
10438;0;2895;1286;;CL;577;;;
10439;0;1940;1286;;AP;339;;;
10440;0;3230;1295;;BR;150;;;
10441;24;142;1288;;AC;477;;;
10442;0;1540;1287;;AW;345;;;
10443;3;1601;1301;;EI;390;;;
10444;2;1404;1286;;CI;311;;;
10445;2;1360;1286;;CO;264;;;
10446;0;1615;1286;;BY;750;;;
10447;2;1827;1300;;CV;3;;;
10448;1;3240;1286;;CO;52;;;
10449;0;97;1311;;AK;90;;;
10450;9;3008;1295;;AL;36;;;
10451;0;1250;1286;;AR;580;;;
10452;12;2450;1286;;AO;555;;;
10453;2;3640;1297;;AI;268;;;
10454;24;624;1302;;S;441;;;
10455;0;1764;1286;;BY;725;;;
10456;0;100;1287;;AW;332;;;
10457;0;97;1311;;AA;153;;;
10458;1;2260;1286;;AO;632;;;
10459;1;480;1286;;CO;329;;;
10460;0;1802;1312;;BE;121;;;
10461;2;1360;1286;;CO;264;;;
10462;3;2788;1297;;AW;72;;;
10463;0;1066;1286;;CM;471;;;
10464;0;60;1305;;AE;615;;;
10465;0;3073;1297;;AD;223;;;
10466;12;3290;1286;;CN;127;;;
10467;0;703;1309;;DN;339;;;
10468;8;B019;1313;;AE;303;;;
10469;0;1342;1300;;CC;240;;;
10470;0;1375;1286;;CL;917;;;
10471;0;198;1291;;AN;145;;;
10472;0;2823;1295;;AT;93;;;
10473;0;3201;1287;;BX;323;;;
10474;0;1599;1301;;EI;390;;;
10475;0;1160;1286;;AK;341;;;
10476;0;3421;1287;;BS;421;;;
10477;0;220;1286;;CM;447;;;
10478;0;520;1314;;AD;505;;;
10479;0;60;1315;;AE;443;;;
10480;0;2680;1316;;DB;37;;;
10481;1;290;1315;;AD;221;;;
10482;0;4460;1316;;DC;169;;;
10483;15;1401;1317;;BD;738;;;
10484;1;2430;1315;;AS;454;;;
10485;5;420;1317;;BM;589;;;
10486;0;245;1318;;BI;38;;;
10487;0;2041;1316;42;DM;243;;;
10488;1;186;1319;;AD;280;;;
10489;0;420;1320;;AK;100;;;
10490;0;2391;1315;;AE;747;;;
10491;12;1760;1321;;AC;1101;;;
10492;0;936;1322;;AA;9;;;
10493;0;200;1323;;A;356;;;
10494;0;936;1322;;AA;9;;;
10495;1;1200;1315;;AS;56;;;
10496;1;1820;1315;;BA;119;;;
10497;1;186;1319;;AD;282;;;
10498;1;2447;1315;;ZR;2;;;
10499;15;1400;1317;;BI;309;;;
10500;0;320;1323;;A;438;;;
10501;5;403;1315;;AM;9;;;
10502;2;1745;1315;;XA;46;;;
10503;1;2148;1315;;AW;147;;;
10504;1;186;1319;;AD;270;;;
10505;0;320;1323;;A;284;;;
10506;1;2010;1315;;AE;613;;;
10507;0;2640;1316;;DB;28;;;
10508;0;80;1314;;AH;1094;;;
10509;0;959;1324;;AM;137;;;
10510;0;260;1316;42;DS;159;;;
10511;1;2430;1315;;AS;419;;;
10512;34;1440;1316;;DB;11;;;
10513;0;780;1314;;AK;671;;;
10514;59;A050;1315;;AY;50;;;
10515;1;1840;1315;;AM;143;;;
10516;15;1040;1325;;AH;1;;;
10517;15;1040;1325;;AD;701;;;
10518;0;1950;1326;;CS;148;;;
10519;1;1220;1325;;AH;505;;;
10520;1;757;1325;;AT;704;;;
10521;1;600;1325;;AH;170;;;
10522;0;1410;1327;;BZ;197;;;
10523;0;752;1327;;BW;886;;;
10524;1;80;1328;;A;1241;;;
10525;3;420;1329;;AT;489;;;
10526;0;310;1326;;CL;51;;;
10527;0;310;1330;;BM;205;;;
10528;8;B045;1331;;AD;52;;;
10529;15;5840;1326;;VH;69;;;
10530;1;170;1325;;AW;428;;;
10531;15;1040;1325;;AB;187;;;
10532;1;39;1330;;AM;645;;;
10533;1;5965;1326;;BE;601;;;
10534;0;220;1332;;AB;248;;;
10535;0;5400;1326;;XK;20;;;
10536;0;5740;1326;;BT;374;;;
10537;1;780;1325;;AC;357;;;
10538;0;3550;1326;;CO;36;;;
10539;0;1240;1327;;BZ;908;;;
10540;0;840;1333;;AP;931;;;
10541;2;831;1325;;BN;29;;;
10542;0;310;1326;;CL;51;;;
10543;1;5330;1326;;VD;116;;;
10544;1;380;1325;;AY;651;;;
10545;0;5775;1326;;DM;22;;;
10546;3;1325;1326;;CX;402;;;
10547;0;1390;1326;;XO;10;;;
10548;1;170;1325;;AV;328;;;
10549;1;180;1325;;AC;209;;;
10550;1;870;1325;;AC;587;;;
10551;15;3314;1326;;CM;485;;;
10552;1;755;1325;;AS;320;;;
10553;1;170;1325;;AV;552;;;
10554;1;5330;1326;;XI;74;;;
10555;0;1260;1334;;BC;291;;;
10556;1;310;1325;;AD;42;;;
10557;1;1210;1325;;AH;451;;;
10558;0;201;1335;;U;3721;;;
10559;2;54;1326;;CX;402;;;
10560;1;1220;1325;;AH;505;;;
10561;0;3430;1326;;XX;117;;;
10562;3;1325;1326;;CX;402;;;
10563;1;60;1326;;VT;7;;;
10564;0;300;1332;;AB;436;;;
10565;1;60;1326;;VV;58;;;
10566;1;375;1325;;AW;263;;;
10567;0;790;1326;;XK;245;;;
10568;0;799;1329;;AR;660;;;
10569;1;1530;1325;;AT;649;;;
10570;1;39;1330;;AM;645;;;
10571;3;3665;1326;;BI;392;;;
10572;0;2115;1327;;BK;435;;;
10573;0;345;1336;;AI;455;;;
10574;35;3819;1326;;VC;178;;;
10575;0;5400;1326;;XO;51;;;
10576;0;881;1332;;AH;91;;;
10577;35;1351;1326;;VD;178;;;
10578;0;1020;1326;;CK;434;;;
10579;0;5670;1326;;VN;56;;;
10580;1;680;1329;;AR;284;;;
10581;1;170;1325;;AW;426;;;
10582;15;3760;1326;;VY;25;;;
10583;0;580;1332;;AB;493;;;
10584;0;47;1331;;YH;280;;;
10585;0;1070;1326;;BO;431;;;
10586;1;770;1325;;AD;721;;;
10587;1;600;1325;;AH;223;;;
10588;15;5627;1326;;BK;450;;;
10589;3;4500;1326;;YC;166;;;
10590;10;48;1337;;ZV;214;;;
10591;0;355;1326;;CP;392;;;
10592;0;244;1338;;C;77;;;
10593;0;1210;1326;;YH;227;;;
10594;2;54;1326;;CX;402;;;
10595;0;1372;1326;;CS;492;;;
10596;1;170;1325;;AW;450;;;
10597;1;39;1330;;BM;776;;;
10598;2;4958;1326;;CT;24;;;
10599;15;2260;1326;;CK;66;;;
10600;0;740;1339;;BC;741;;;
10601;0;260;1326;;VY;72;;;
10602;0;2230;1326;;BK;450;;;
10603;0;5670;1326;;TT;94;;;
10604;1;740;1340;;BK;198;;;
10605;1;310;1325;;AD;42;;;
10606;1;900;1325;;AT;383;;;
10607;12;90;1341;;AM;12;;;
10608;0;5060;1326;;XX;44;;;
10609;1;5330;1326;;XI;55;;;
10610;0;940;1326;;BT;289;;;
10611;1;1960;1326;;XT;134;;;
10612;0;980;1326;;CT;438;;;
10613;1;310;1325;;AD;42;;;
10614;15;1030;1325;;BR;52;;;
10615;0;1260;1334;;BC;291;;;
10616;1;600;1325;;AE;362;;;
10617;0;1190;1327;;BZ;420;;;
10618;1;280;1325;;AD;441;;;
10619;0;790;1326;;XK;247;;;
10620;1;550;1325;;AD;52;;;
10621;3;1325;1326;;CX;402;;;
10622;1;5330;1326;;VD;44;;;
10623;0;1210;1326;;YH;227;;;
10624;10;365;1342;;AV;186;;;
10625;15;1290;1325;;AY;249;;;
10626;0;1230;1326;;CL;251;;;
10627;1;280;1325;;AD;438;;;
10628;15;5260;1326;;TX;227;;;
10629;1;310;1325;;AD;42;;;
10630;1;757;1325;;AT;92;;;
10631;0;980;1326;;CT;438;;;
10632;0;955;1327;;BV;23;;;
10633;35;2861;1326;;XL;80;;;
10634;0;300;1332;;AB;436;;;
10635;0;940;1326;;BT;216;;;
10636;0;2695;1326;;BN;539;;;
10637;0;890;1343;;AH;187;;;
10638;0;932;1343;;AH;214;;;
10639;0;560;1344;;AK;458;;;
10640;0;500;1345;;AD;12;;;
10641;12;931;1346;;AV;579;;;
10642;1;2005;1347;;BX;107;;;
10643;24;3111;1347;;CI;283;;;
10644;1;3070;1347;;BK;171;;;
10645;1;3720;1347;;AD;90;;;
10646;6;570;1343;;AE;82;;;
10647;5;757;1348;;AY;10;;;
10648;0;500;1345;;AD;451;;;
10649;1;2180;1347;;BP;121;;;
10650;1;2180;1347;;BP;426;;;
10651;0;460;1349;;AL;541;;;
10652;0;480;1345;;AD;819;;;
10653;1;100;1347;;AB;159;;;
10654;0;100;1343;;AE;38;;;
10655;2;906;1343;;AO;344;;;
10656;12;3400;1349;;AH;262;;;
10657;24;2940;1349;;AK;608;;;
10658;0;894;1343;;AE;960;;;
10659;2;1240;1347;;BW;49;;;
10660;1;2830;1349;;AB;31;;;
10661;1;1230;1347;;BY;712;;;
10662;2;680;1343;;AI;20;;;
10663;1;3150;1347;;BW;174;;;
10664;0;1696;1346;;AV;523;;;
10665;0;745;1343;;AX;322;S;;135
10666;1;2005;1347;;BX;107;;;
10667;24;980;1345;;AD;509;;;
10668;1;292;1347;;BP;189;;;
10669;15;520;1343;;AD;480;;;
10670;15;3148;1347;;BX;170;;;
10671;15;3148;1347;;BX;162;;;
10672;3;1049;1346;;AM;358;;;
10673;1;890;1347;;BY;586;;;
10674;15;520;1343;;AD;451;;;
10675;0;530;1343;;AD;75;;;
10676;1;2005;1347;;BX;107;;;
10677;2;1466;1344;;AE;513;;;
10678;1;2290;1347;;BY;648;;;
10679;1;3235;1347;;BH;179;;;
10680;0;920;1346;;AW;354;;;
10681;0;385;1350;;BV;244;;;
10682;2;1576;1347;;BH;194;;;
10683;2;130;1347;;BY;579;;;
10684;24;2100;1349;;AI;478;;;
10685;1;1380;1347;;BZ;379;;;
10686;1;1820;1347;;BY;60;;;
10687;0;260;1343;;AE;711;;;
10688;15;380;1345;;AR;311;;;
10689;0;438;1348;;AE;681;;;
10690;2;374;1351;;BB;160;;;
10691;44;2096;1344;;AE;124;;;
10692;0;448;1343;;AE;281;;;
10693;3;526;1351;;AV;231;;;
10694;1;100;1347;;AB;159;;;
10695;2;1770;1347;;BZ;526;;;
10696;2;1576;1347;;BH;194;;;
10697;2;220;1343;;AE;490;;;
10698;12;3400;1349;;AH;262;;;
10699;1;1695;1344;;K;1189;;;
10700;1;880;1347;;CD;297;;;
10701;1;2180;1347;;BN;211;;;
10702;2;1576;1347;;BH;194;;;
10703;0;2620;1344;;AK;22;;;
10704;1;2657;1349;;AT;145;;;
10705;24;3111;1347;;CI;283;;;
10706;15;2680;1347;;BL;154;;;
10707;12;3400;1349;;AH;262;;;
10708;15;1240;1349;;AM;502;;;
10709;15;520;1343;;AD;472;;;
10710;2;2292;1347;;CY;263;;;
10711;15;3148;1347;;BZ;331;;;
10712;0;505;1343;;AD;334;;;
10713;1;1870;1347;;BY;161;;;
10714;5;1343;1347;;CP;73;;;
10715;0;520;1345;;AC;299;;;
10716;1;3150;1347;;BW;174;;;
10717;12;3400;1349;;AH;262;;;
10718;0;2200;1349;;AO;354;;;
10719;15;2680;1347;;BN;186;;;
10720;1;440;1347;;BN;310;;;
10721;15;100;1345;;AY;462;;;
10722;0;933;1346;;AD;446;;;
10723;0;300;1352;;AC;6;;;
10724;15;2680;1347;;BL;155;;;
10725;1;972;1347;;AY;843;;;
10726;15;2680;1347;;BL;425;;;
10727;1;870;1347;;BY;60;;;
10728;1;3410;1347;;BR;325;;;
10729;1;1380;1347;;BY;678;;;
10730;0;439;1345;;AM;90;;;
10731;0;760;1346;;AD;850;;;
10732;15;2680;1347;;BN;138;;;
10733;0;530;1343;;AD;75;;;
10734;1;3300;1347;;BV;197;;;
10735;2;1466;1344;;AE;513;;;
10736;0;437;1345;;AR;613;;;
10737;3;380;1352;;AD;187;;;
10738;10;514;1350;;BZ;628;;;
10739;1;220;1347;;CE;396;;;
10740;1;2290;1347;;AB;174;;;
10741;1;1230;1347;;BY;712;;;
10742;1;2290;1347;;AE;473;;;
10743;15;520;1343;;AD;472;;;
10744;12;160;1349;;AI;482;;;
10745;2;1576;1347;;BH;194;;;
10746;1;972;1347;;AY;54;;;
10747;1;1010;1347;;BL;408;;;
10748;15;1640;1347;;BZ;683;;;
10749;1;3150;1347;;BW;174;;;
10750;1;1830;1347;;BV;466;;;
10751;1;2514;1347;;AP;164;;;
10752;3;1907;1346;;AY;46;;;
10753;1;510;1347;;BV;134;;;
10754;5;1343;1347;;AK;466;;;
10755;0;1904;1349;;AC;64;;;
10756;0;819;1343;;AH;9;;;
10757;0;933;1346;;AD;446;;;
10758;15;3148;1347;;BX;118;;;
10759;0;459;1343;;AE;254;;;
10760;21;420;1347;;CI;353;;;
10761;1;1120;1347;;BW;36;;;
10762;0;400;1346;;AC;94;;;
10763;1;2290;1347;;CD;384;;;
10764;15;3148;1347;;BR;274;;;
10765;15;3148;1347;;BR;214;;;
10766;0;240;1345;;AD;429;;;
10767;1;2320;1347;;BY;454;;;
10768;1;1870;1347;;BW;173;;;
10769;1;318;1343;;AP;289;;;
10770;1;845;1345;;AY;11;S;;504
10771;0;2685;1349;;AK;220;;;
10772;2;1576;1347;;BH;194;;;
10773;1;2120;1347;;CE;237;;;
10774;1;160;1347;;BY;486;;;
10775;15;2680;1347;;BN;304;;;
10776;1;1760;1347;;BY;523;;;
10777;3;400;1350;;BZ;627;;;
10778;2;130;1347;;BY;263;;;
10779;2;1480;1347;;BM;130;;;
10780;0;490;1345;;AC;674;;;
10781;1;3460;1347;;CI;381;;;
10782;1;160;1347;;BY;648;;;
10783;1;2910;1347;;CD;345;;;
10784;1;1695;1344;;K;1191;;;
10785;15;1240;1349;;AO;157;;;
10786;1;43;1344;;AI;498;;;
10787;1;655;1347;;CK;119;;;
10788;0;250;1349;;AK;168;;;
10789;0;740;1353;;AW;36;;;
10790;0;35;1354;;AB;454;;;
10791;12;1430;1354;;BH;381;;;
10792;0;1090;1354;;BH;686;;;
10793;0;564;1354;;AB;340;;;
10794;0;551;1355;;BI;867;;;
10795;0;3100;1356;;AO;773;;;
10796;1;905;1357;;BK;281;AG;IMM;1112
10797;0;1450;1356;;BK;110;;;
10798;0;49;1357;;AZ;1410;;;
10799;0;710;1357;;AO;441;;;
10800;44;3751;1356;;BS;515;;;
10801;0;1170;1358;;AW;11;;;
10802;0;565;1358;;BC;416;;;
10803;1;570;1357;;AN;623;;;
10804;0;3240;1356;;AV;255;;;
10805;0;587;1359;;AM;480;;;
10806;44;3751;1356;;BX;475;;;
10807;0;5790;1356;;BE;126;;;
10808;15;5820;1356;;AO;246;;;
10809;15;5700;1356;;AT;243;;;
10810;2;571;1360;;BE;605;;;
10811;0;297;1359;;AR;742;;;
10812;2;235;1357;;AL;208;;;
10813;0;3189;1361;;DN;518;;;
10814;12;6866;1361;;EM;30;;;
10815;1;570;1357;;AO;370;;;
10816;0;840;1357;;AL;323;;;
10817;0;2800;1356;;BS;262;;;
10818;0;70;1362;;AB;2;;;
10819;18;A150;1355;;CH;92;;;
10820;2;4505;1361;;DO;244;;;
10821;0;6670;1356;;BI;208;;;
10822;0;120;1363;;ZC;113;;;
10823;44;3751;1356;;BX;541;;;
10824;0;277;1364;;AV;905;;;
10825;1;403;1365;;AW;1164;;;
10826;1;570;1357;;AN;188;;;
10827;2;759;1355;;CH;209;;;
10828;0;6045;1356;;AN;388;;;
10829;0;6561;1361;;ES;131;;;
10830;0;125;1359;;AR;891;;;
10831;0;1170;1358;;AW;11;;;
10832;12;6866;1361;;EM;30;;;
10833;0;440;1366;;ZI;104;;;
10834;0;950;1356;;BN;412;;;
10835;0;510;1356;;BD;67;;;
10836;15;5700;1356;;AT;70;;;
10837;0;680;1359;;AX;167;;;
10838;0;3740;1356;;AX;238;;;
10839;15;459;1364;;AT;500;;;
10840;0;53;1355;;CH;165;;;
10841;3;760;1367;;AD;208;;;
10842;0;10;1355;;AC;995;;;
10843;2;2332;1356;;AH;649;;;
10844;2;582;1357;;AL;208;;;
10845;1;3965;1356;;CO;65;;;
10846;1;1335;1358;;BB;155;;;
10847;0;980;1356;;BP;86;;;
10848;0;1690;1356;;BS;535;;;
10849;0;5790;1356;;BR;155;;;
10850;0;75;1364;;AT;457;;;
10851;0;53;1355;;CH;137;;;
10852;12;287;1355;;BI;742;;;
10853;12;287;1355;;BI;742;;;
10854;0;6340;1356;;AT;191;;;
10855;15;4490;1356;;CN;560;;;
10856;0;6860;1361;;CX;72;;;
10857;0;680;1359;;AX;167;;;
10858;1;570;1357;;AN;623;;;
10859;0;350;1359;;AP;353;;;
10860;0;920;1355;;BE;363;;;
10861;0;49;1357;;AZ;1410;;;
10862;0;4122;1361;;EO;171;;;
10863;0;4055;1361;;CW;259;;;
10864;0;679;1357;;AN;229;;;
10865;0;3335;1361;;DO;363;;;
10866;24;530;1356;;AZ;255;;;
10867;0;685;1357;;AN;218;S;;75
10868;0;950;1356;;BO;33;;;
10869;0;5070;1356;;AV;198;;;
10870;0;5405;1356;;AP;388;;;
10871;0;3497;1361;;ES;70;;;
10872;2;4433;1361;;DP;41;;;
10873;0;390;1364;;AK;380;;;
10874;0;510;1356;;AW;10;;;
10875;0;460;1364;;AW;737;;;
10876;15;620;1355;;BE;832;;;
10877;0;925;1357;;BK;281;S;;496
10878;0;277;1364;;AV;905;;;
10879;0;680;1359;;AX;167;;;
10880;0;920;1355;;BE;363;;;
10881;12;1821;1356;;AR;641;;;
10882;1;65;1357;;BK;281;S;;610
10883;2;349;1368;;AX;319;;;
10884;1;570;1357;;AN;188;;;
10885;15;4490;1356;;CN;560;;;
10886;0;330;1368;;BI;619;;;
10887;15;459;1364;;AT;562;;;
10888;0;767;1355;;BD;706;;;
10889;0;120;1360;;BE;499;;;
10890;0;4240;1356;;BD;271;;;
10891;0;622;1360;;AB;457;;;
10892;0;587;1359;;AM;480;;;
10893;0;3497;1361;;ES;92;;;
10894;1;894;1355;;BK;838;;;
10895;0;780;1369;;AO;107;;;
10896;2;665;1357;;BS;530;;;
10897;0;16;1364;;AV;657;;;
10898;0;1205;1356;;AI;757;;;
10899;0;880;1356;;BP;26;;;
10900;0;250;1359;;AM;78;;;
10901;0;925;1357;;BK;281;S;;500
10902;0;3189;1361;;DN;828;;;
10903;0;4491;1361;;DE;620;;;
10904;12;560;1361;;CW;99;;;
10905;0;6410;1356;;BM;174;;;
10906;0;4850;1361;;DE;729;;;
10907;2;1734;1356;;CS;206;;;
10908;51;695;1355;;BI;521;;;
10909;0;165;1359;;AW;424;;;
10910;0;2000;1356;;AV;617;;;
10911;0;4470;1356;;AN;52;;;
10912;0;476;1370;;ZN;705;;;
10913;0;604;1357;;AS;1362;;;
10914;0;60;1360;;BE;150;;;
10915;0;1260;1358;;AH;302;;;
10916;0;450;1357;;AD;311;;;
10917;0;49;1357;;AZ;1410;;;
10918;0;350;1359;;AP;353;;;
10919;0;350;1359;;AP;353;;;
10920;0;710;1357;;AO;441;;;
10921;0;3450;1361;;CZ;123;;;
10922;1;403;1365;;AW;1164;;;
10923;0;605;1357;;BK;281;AG;;1370
10924;0;60;1371;;AA;38;;;
10925;0;120;1357;;AP;946;;;
10926;0;970;1356;;AV;89;;;
10927;0;320;1364;;AN;282;;;
10928;0;949;1356;;CR;154;;;
10929;1;894;1355;;BK;838;;;
10930;15;620;1355;;BE;832;;;
10931;0;200;1356;;AM;500;;;
10932;1;570;1357;;AN;623;;;
10933;0;6340;1356;;AT;191;;;
10934;0;950;1356;;BN;377;;;
10935;12;346;1364;;BD;765;;;
10936;0;49;1357;;AZ;1410;;;
10937;0;750;1355;;BK;938;;;
10938;0;2650;1356;;BI;214;;;
10939;0;600;1355;;BK;1249;;;
10940;0;190;1355;;AB;293;;;
10941;0;190;1355;;CK;167;;;
10942;44;492;1356;;AV;466;;;
10943;0;105;1359;;AX;176;;;
10944;0;75;1364;;AT;457;;;
10945;0;4240;1356;;AW;98;;;
10946;0;680;1359;;AX;167;;;
10947;24;2870;1356;;BM;195;;;
10948;0;170;1368;;BX;59;;;
10949;0;16;1364;;AV;657;;;
10950;0;5070;1356;;AO;129;;;
10951;0;1715;1356;;BC;222;;;
10952;44;3751;1356;;BX;1048;;;
10953;1;570;1357;;AP;830;;;
10954;2;5845;1361;;DP;41;;;
10955;0;6045;1356;;AN;339;;;
10956;2;325;1357;;AP;629;S;;172
10957;0;560;1360;;AB;389;;;
10958;0;1140;1356;;BD;194;;;
10959;0;360;1356;;AV;155;;;
10960;0;161;1368;;BI;773;;;
10961;3;760;1367;;AD;208;;;
10962;0;180;1358;;AY;88;;;
10963;44;492;1356;;AV;334;;;
10964;0;476;1370;;ZN;705;;;
10965;44;492;1356;;AP;118;;;
10966;3;760;1367;;AD;208;;;
10967;12;287;1355;;BI;742;;;
10968;0;220;1364;;AC;505;;;
10969;1;570;1357;;AN;623;;;
10970;0;6160;1356;;BC;222;;;
10971;0;4540;1356;;CS;82;;;
10972;0;2826;1356;;AM;546;;;
10973;12;6080;1356;;AL;72;;;
10974;0;710;1357;;AO;525;;;
10975;12;6900;1356;;BC;87;;;
10976;0;2948;1361;;CZ;511;;;
10977;0;2190;1356;;AY;67;;;
10978;0;170;1355;;AY;162;;;
10979;0;622;1360;;AB;457;;;
10980;2;5845;1361;;DP;41;;;
10981;0;680;1358;;AW;11;;;
10982;0;1040;1356;;AI;160;;;
10983;0;380;1368;;BM;159;;;
10984;0;5790;1356;;BE;48;;;
10985;0;120;1360;;BD;188;;;
10986;1;570;1357;;AN;623;;;
10987;0;3550;1356;;AI;720;;;
10988;0;277;1364;;AV;905;;;
10989;2;805;1355;;BK;118;;;
10990;0;49;1357;;AZ;1410;;;
10991;1;139;1361;;DO;440;;;
10992;1;139;1361;;DO;440;;;
10993;2;397;1368;;AX;319;;;
10994;0;1265;1356;;AC;274;;;
10995;0;1715;1356;;BC;283;;;
10996;0;1900;1356;;AK;144;;;
10997;0;49;1357;;AZ;1410;;;
10998;44;492;1356;;AB;747;;;
10999;15;3930;1356;;AM;479;;;
11000;1;569;1370;;ZH;824;;;
11001;15;5700;1356;;AT;244;;;
11002;0;300;1356;;AZ;294;;;
11003;0;6240;1356;;AT;313;;;
11004;2;4433;1361;;DP;41;;;
11005;1;3965;1356;;CO;457;;;
11006;0;2910;1361;;CX;77;;;
11007;0;5440;1356;;AX;162;;;
11008;0;193;1357;;BK;281;S;;500
11009;0;200;1360;;BE;175;;;
11010;0;200;1372;;F;1159;;;
11011;2;9;1373;;B;1058;;;
11012;0;1060;1374;;BM;31;;;
11013;0;80;1375;;P;883;;;
11014;0;300;1376;;AI;16;;;
11015;0;245;1374;;AW;40;;;
11016;0;320;1375;;P;179;;;
11017;0;754;1375;;P;1444;;;
11018;0;400;1372;;F;300;;;
11019;2;9;1373;;B;1058;;;
11020;0;1940;1377;;AM;476;;;
11021;0;580;1377;;AP;1021;;;
11022;0;900;1378;;AK;81;;;
11023;3;440;1379;;AM;110;;;
11024;0;580;1377;;AP;1021;;;
11025;2;9;1373;;B;1058;;;
11026;0;660;1374;;AX;99;;;
11027;6;880;1378;;AK;496;;;
11028;2;9;1373;;B;1058;;;
11029;0;1200;1380;;AN;91;;;
11030;3;400;1376;;AI;153;;;
11031;2;1288;1377;;BC;472;;;
11032;1;900;1377;;AN;925;;;
11033;0;80;1380;;AO;83;;;
11034;1;460;1372;;F;2466;;;
11035;0;460;1378;;AK;994;;;
11036;0;1380;1377;;AL;909;;;
11037;15;920;1378;;AK;143;;;
11038;0;930;1372;;F;1013;;;
11039;12;180;1381;;AB;111;;;
11040;0;660;1377;;AX;1059;;;
11041;2;9;1373;;B;1058;;;
11042;15;120;1378;;AK;288;;;
11043;2;9;1373;;B;1058;;;
11044;2;9;1373;;B;1058;;;
11045;0;1470;1382;;AO;299;;;
11046;0;950;1383;;AT;754;;;
11047;15;360;1382;;AO;312;;;
11048;0;600;1383;;AT;760;;;
11049;15;210;1382;;AN;611;;;
11050;0;1720;1382;;AR;159;;;
11051;0;1015;1383;;BC;170;;;
11052;1;1050;1382;;AE;34;;;
11053;0;260;1382;;AB;419;;;
11054;0;820;1382;;AN;142;;;
11055;8;B011;1384;;C;498;;;
11056;0;740;1383;;AY;336;;;
11057;0;700;1385;;ZK;97;;;
11058;0;430;1382;;AD;141;;;
11059;1;740;1382;;AO;262;;;
11060;0;900;1386;;AD;145;;;
11061;0;1213;1385;;ZC;26;;;
11062;2;1534;1382;;AL;395;;;
11063;0;1150;1385;;CL;223;;;
11064;0;1020;1382;;AN;130;;;
11065;0;480;1387;;AE;621;;;
11066;12;659;1388;;AD;781;;;
11067;0;800;1388;;AE;672;;;
11068;9;978;1389;;AI;303;;;
11069;1;440;1388;;AH;469;;;
11070;0;820;1390;;AO;1375;;;
11071;0;800;1388;;AE;672;;;
11072;0;900;1388;;AD;726;;;
11073;44;449;1389;;AK;28;;;
11074;0;190;1389;;AH;275;;;
11075;1;580;1388;;AE;164;;;
11076;0;1265;1391;;CW;374;;;
11077;1;950;1391;;DH;55;;;
11078;0;1100;1392;;AH;57;;;
11079;0;650;1391;;CV;609;;;
11080;0;1265;1391;;CW;20;;;
11081;3;600;1392;;AN;425;;;
11082;0;25;1392;;AK;434;;;
11083;1;1184;1391;;AE;179;;;
11084;0;620;1393;;AL;243;;;
11085;0;240;1391;;CR;635;;;
11086;0;3112;1394;;BE;344;;;
11087;3;65;1395;;AB;257;;;
11088;0;3370;1396;;BH;381;;;
11089;10;910;1396;;AZ;366;;;
11090;10;842;1396;;CE;161;;;
11091;1;150;1397;;AB;246;;;
11092;0;810;1396;;AL;523;;;
11093;0;1300;1396;;AL;848;;;
11094;0;1300;1396;;AL;848;;;
11095;0;1300;1396;;AL;848;;;
11096;8;B030;1398;;AB;70;;;
11097;15;1180;1396;;AS;755;;;
11098;8;B092;1399;;K;565;;;
11099;5;3884;1396;;CD;14;;;
11100;15;2340;1396;;AZ;488;;;
11101;0;1150;1396;;BE;1097;;;
11102;0;1840;1396;;BE;332;;;
11103;8;B001;1398;;AL;57;;;
11104;0;1890;1396;;BK;121;;;
11105;3;65;1395;;AB;257;;;
11106;15;3635;1396;;BL;670;;;
11107;0;2585;1396;;AZ;755;;;
11108;1;150;1397;;AB;246;;;
11109;0;95;1396;;BE;40;;;
11110;0;3684;1396;;CE;7;;;
11111;1;741;1395;;B;5797;;;
11112;0;620;1396;;CB;141;;;
11113;0;2270;1396;;CA;34;;;
11114;1;2690;1396;;AR;552;;;
11115;0;3684;1396;;CE;7;;;
11116;10;842;1396;;CE;161;;;
11117;0;20;1396;;AP;87;;;
