adresse_id;type_voie;nom_voie;code_postal;nom_commune;code_departement
1996;RUE;DU PILAT;7100;ANNONAY;7
1997;AV;SADI CARNOT;7500;GUILHERAND-GRANGES;7
1998;RUE;DES GAREURS;7370;SARRAS;7
1999;AV;DU HUIT MAI 1945;7300;TOURNON-SUR-RHONE;7
2000;RUE;DE CRUSSOL;7130;SAINT-PERAY;7
2001;RUE;MOREAUX;8000;CHARLEVILLE-MEZIERES;8
2002;RUE;DE LA FAUSSE PORTE;8600;GIVET;8
2003;RUE;DES GENETS;8090;SAINT-LAURENT;8
2004;RUE;DE MARS;8000;CHARLEVILLE-MEZIERES;8
2005;RUE;VOLTAIRE;8000;CHARLEVILLE-MEZIERES;8
2006;RUE;DE LONGUEVILLE;8000;CHARLEVILLE-MEZIERES;8
2007;RUE;PIERRE BEREGOVOY;8000;CHARLEVILLE-MEZIERES;8
2008;RUE;DES ETUVES;8000;CHARLEVILLE-MEZIERES;8
2009;AV;GEORGES CORNEAU;8000;CHARLEVILLE-MEZIERES;8
2010;QUAI;DE LA PORTE NOIRE;8000;CHARLEVILLE-MEZIERES;8
2011;AV;CHARLES BOUTET;8000;CHARLEVILLE-MEZIERES;8
2012;AV;DU MUGUET;8000;CHARLEVILLE-MEZIERES;8
2013;AV;D ARCHES;8000;CHARLEVILLE-MEZIERES;8
2014;RUE;DU PRESIDENT KENNEDY;8000;CHARLEVILLE-MEZIERES;8
2015;RUE;DE LA PAIX;8000;CHARLEVILLE-MEZIERES;8
2016;ALL;DES CANARIS;8600;GIVET;8
2017;RUE;DU LUXEMBOURG;8600;GIVET;8
2018;BD;GAMBETTA;8000;CHARLEVILLE-MEZIERES;8
2019;RUE;SAINT LOUIS;8000;CHARLEVILLE-MEZIERES;8
2020;ALL;DES TOURTERELLES;8600;GIVET;8
2021;RUE;KLEBER;8000;CHARLEVILLE-MEZIERES;8
2022;RUE;DE NOUZONVILLE;8000;CHARLEVILLE-MEZIERES;8
2023;RUE;DU THEATRE;8000;CHARLEVILLE-MEZIERES;8
2024;PL;DE LA RESISTANCE;8000;CHARLEVILLE-MEZIERES;8
2025;RUE;PORTE DE BOURGOGNE;8000;CHARLEVILLE-MEZIERES;8
2026;RUE;EMILE ZOLA;8000;CHARLEVILLE-MEZIERES;8
2027;RUE;DAUPHINE;8300;RETHEL;8
2028;RUE;PIERRE CURIE;8300;RETHEL;8
2029;RUE;COLBERT;8300;RETHEL;8
2030;RUE;JEAN GERSON;8300;RETHEL;8
2031;RUE;LA CROIX D ARDALU;8300;RETHEL;8
2032;RUE;ETIENNE DOLET;8300;RETHEL;8
2033;RUE;DE L AGRICULTURE;8300;RETHEL;8
2034;RUE;DE GONZAGUE;8300;RETHEL;8
2035;RUE;12E REGIMENT DE CHASSEURS;8200;SEDAN;8
2036;RUE;JULES TURQUAIS;8110;CARIGNAN;8
2037;PL;CRUSSY;8200;SEDAN;8
2038;AV;CHARLES DE GAULLE;8200;SEDAN;8
2039;RUE;DE MULHOUSE;8200;SEDAN;8
2040;RUE;THIERS;8200;SEDAN;8
2041;RUE;DES FAUSSES BRAIES;8200;SEDAN;8
2042;RUE;DES CAQUETTES;8200;SEDAN;8
2043;RUE;GAMBETTA;8200;SEDAN;8
2044;AV;CHARLES DE GAULLE;8200;SEDAN;8
2045;AV;DE LA MARCK;8200;SEDAN;8
2046;RUE;SAINT MICHEL;8200;SEDAN;8
2047;AV;CHARLES DE GAULLE;8200;BALAN;8
2048;PL;DU CHATEAU;8200;SEDAN;8
2049;RUE;D ORVAL;8110;CARIGNAN;8
2050;;LA MARBRERIE;8140;BAZEILLES;8
2051;FG;DU MENIL;8200;SEDAN;8
2052;RUE;DU PDT SALVADOR ALLENDE;8200;SEDAN;8
2053;RUE;DES FAUSSES BRAIES;8200;SEDAN;8
2054;;GUZET SKI;9140;USTOU;9
2055;RES;SPORTING LES RIVES;9700;SAVERDUN;9
2056;RUE;DE LA MIRANDOLLE;9000;FOIX;9
2057;AV;DE LERIDA;9000;FOIX;9
2058;RUE;GASTON DE FOIX;9100;SAINT-JEAN-DU-FALGA;9
2059;RUE;PRINCIPALE;9250;LUZENAC;9
2060;;PLATEAU DE BONASCRE;9110;AX-LES-THERMES;9
2061;RUE;MARECHAL CLAUZEL;9500;MIREPOIX;9
2062;RES;LA VOLUSIENNE;9000;FOIX;9
2063;RUE;DE LA PAIX;9300;LAVELANET;9
2064;RUE;DES PYRENEES;9100;PAMIERS;9
2065;;LE COSILODGE DU CHATEAU;9000;FOIX;9
2066;AV;ADOLPHE AUTHIE;9110;AX-LES-THERMES;9
2067;;CAZALERES;9350;DAUMAZAN-SUR-ARIZE;9
2068;AV;GEN GALLIENI;10300;SAINTE SAVINE;10
2069;PAS;DU 4 SEPTEMBRE;10300;SAINTE SAVINE;10
2070;;LES FEUILLATES;10430;ROSIERES PRES TROYES;10
2071;IMP;DU CHANT DE L ALOUETTE;10100;ROMILLY SUR SEINE;10
2072;RUE;PIERRE BROSSOLETTE;10300;SAINTE SAVINE;10
2073;RUE;DE LA COOPERATIVE;10800;SAINT JULIEN LES VILLAS;10
2074;RUE;NVE DE LA REPUBLIQUE;10300;SAINTE SAVINE;10
2075;RUE;JULES DIDIER;10120;SAINT ANDRE LES VERGERS;10
2076;RUE;EMILE ZOLA;10000;TROYES;10
2077;RUE;SAINT ANTOINE;10400;TRAINEL;10
2078;RTE;D'AUXERRE;10120;SAINT ANDRE LES VERGERS;10
2079;RUE;LAMARTINE;10300;SAINTE SAVINE;10
2080;RUE;THIERS;10120;SAINT ANDRE LES VERGERS;10
2081;RUE;CHARBONNET;10000;TROYES;10
2082;RUE;TEILHARD DE CHARDIN;10600;LA CHAPELLE ST LUC;10
2083;RUE;DES NOES;10300;SAINTE SAVINE;10
2084;RUE;JULES DIDIER;10120;SAINT ANDRE LES VERGERS;10
2085;PL;ARISTIDE MAILLOL;10000;TROYES;10
2086;RUE;DU 11 NOVEMBRE;10300;SAINTE SAVINE;10
2087;RUE;DES MUROTS;10120;SAINT ANDRE LES VERGERS;10
2088;RUE;DE PREIZE;10000;TROYES;10
2089;RUE;DE LA TRINITE;10000;TROYES;10
2090;PL;PROFESSEUR LANGEVIN;10000;TROYES;10
2091;RUE;GUIBOUT;10430;ROSIERES PRES TROYES;10
2092;RUE;LA FONTAINE;10300;SAINTE SAVINE;10
2093;RUE;LA FONTAINE;10300;SAINTE SAVINE;10
2094;RUE;VEUVE BENARD BODIE;10600;LA CHAPELLE ST LUC;10
2095;AV;GEN GALLIENI;10300;SAINTE SAVINE;10
2096;RUE;DES HAUTS CLOS;10000;TROYES;10
2097;RUE;AUX MOINES;10000;TROYES;10
2098;RUE;DU COLONEL DRIANT;10000;TROYES;10
2099;RUE;GEORGES CLEMENCEAU;10000;TROYES;10
2100;AV;PASTEUR;10000;TROYES;10
2101;ALL;DES ORMES;10300;SAINTE SAVINE;10
2102;RUE;CROIX DU TEMPLE;10200;BAR SUR AUBE;10
2103;RUE;DES HAUTS TREVOIS;10000;TROYES;10
2104;RUE;DE LA BOULE D OR;10100;ROMILLY SUR SEINE;10
2105;RUE;LA FONTAINE;10300;SAINTE SAVINE;10
2106;RUE;DES FRERES GILLET;10120;SAINT ANDRE LES VERGERS;10
2107;IMP;DE LA CLOCHE;10000;TROYES;10
2108;RUE;DU LT PIERRE MURARD;10000;TROYES;10
2109;RUE;JULES FERRY;10600;LA CHAPELLE ST LUC;10
2110;AV;DES LOMBARDS;10000;TROYES;10
2111;AV;GEN LECLERC;10300;SAINTE SAVINE;10
2112;RUE;PAUL HERVY;10430;ROSIERES PRES TROYES;10
2113;BD;CARNOT;10000;TROYES;10
2114;RUE;VILLON;10800;SAINT JULIEN LES VILLAS;10
2115;RUE;DE LA PAIX;10120;SAINT ANDRE LES VERGERS;10
2116;RUE;DE BEAUREGARD;10000;TROYES;10
2117;RUE;DU FBG CRONCELS;10000;TROYES;10
2118;AV;JEAN JAURES;10150;PONTSAINTE MARIE;10
2119;ALL;DES ARCADES;10120;SAINT ANDRE LES VERGERS;10
2120;RUE;JEAN MONNET;10100;ROMILLY SUR SEINE;10
2121;RUE;SADI CARNOT;10300;SAINTE SAVINE;10
2122;BD;DANTON;10000;TROYES;10
2123;RUE;DE LA VISITATION;10000;TROYES;10
2124;RUE;EDOUARD VAILLANT;10000;TROYES;10
2125;RUE;DE LA VISITATION;10000;TROYES;10
2126;RUE;MARCELLIN BERTHELOT;10000;TROYES;10
2127;AV;PIERRE BROSSOLETTE;10000;TROYES;10
2128;RUE;VOLTAIRE;10000;TROYES;10
2129;RUE;THIERS;10120;SAINT ANDRE LES VERGERS;10
2130;RUE;JULES DIDIER;10120;SAINT ANDRE LES VERGERS;10
2131;RUE;BEGAND;10000;TROYES;10
2132;RUE;JOSEPH CLAUDE HABERT;10000;TROYES;10
2133;RUE;LOUIS BLANC;10300;SAINTE SAVINE;10
2134;RUE;JEAN GUAILDE;10000;TROYES;10
2135;RUE;DU TCHAD;10120;SAINT ANDRE LES VERGERS;10
2136;RUE;JEAN GUAILDE;10000;TROYES;10
2137;ALL;DES ORMES;10300;SAINTE SAVINE;10
2138;RUE;DU TCHAD;10120;SAINT ANDRE LES VERGERS;10
2139;RUE;DU CLOS CAMUS;10000;TROYES;10
2140;RUE;DU PONT ROYAL;10000;TROYES;10
2141;RUE;COURTALON;10000;TROYES;10
2142;RUE;GENERAL DE GAULLE;10000;TROYES;10
2143;RUE;THIERS;10120;SAINT ANDRE LES VERGERS;10
2144;RUE;GENERAL DE GAULLE;10000;TROYES;10
2145;VLA;MAISON;10000;TROYES;10
2146;RUE;DE LA COOPERATIVE;10800;SAINT JULIEN LES VILLAS;10
2147;CHE;DE L'HOSPICE;10600;LA CHAPELLE ST LUC;10
2148;CHE;DES COTES L'EVEQUE;10000;TROYES;10
2149;RUE;DE PREIZE;10000;TROYES;10
2150;RUE;TEILHARD DE CHARDIN;10600;LA CHAPELLE ST LUC;10
2151;RUE;DU LT PIERRE MURARD;10000;TROYES;10
2152;RUE;GEORGES CLEMENCEAU;10000;TROYES;10
2153;IMP;DU CHANT DE L ALOUETTE;10100;ROMILLY SUR SEINE;10
2154;RUE;THIERS;10120;SAINT ANDRE LES VERGERS;10
2155;AV;DU PREMIER MAI;10000;TROYES;10
2156;RUE;VOLTAIRE;10000;TROYES;10
2157;RUE;GEORGES SEURAT;10000;TROYES;10
2158;AV;AUGUSTE TERRENOIRE;10800;SAINT JULIEN LES VILLAS;10
2159;AV;PASTEUR;10400;NOGENT SUR SEINE;10
2160;RUE;LEO LAGRANGE;10600;LA CHAPELLE ST LUC;10
2161;MAIL;DES CHARMILLES;10000;TROYES;10
2162;RUE;RONSARD;10800;SAINT JULIEN LES VILLAS;10
2163;RUE;DE LA PROVIDENCE;10000;TROYES;10
2164;AV;MAJOR GEN GEORGES VANIER;10000;TROYES;10
2165;RUE;JULES DIDIER;10120;SAINT ANDRE LES VERGERS;10
2166;AV;PASTEUR;10000;TROYES;10
2167;RUE;GAMBETTA;10300;SAINTE SAVINE;10
2168;RUE;VEUVE BENARD BODIE;10600;LA CHAPELLE ST LUC;10
2169;RUE;DE LA REPUBLIQUE;10420;LES NOES PRES TROYES;10
2170;RUE;DE PREIZE;10000;TROYES;10
2171;RUE;CHARLES GROS;10000;TROYES;10
2172;RUE;ARNAUD;10000;TROYES;10
2173;RUE;TEILHARD DE CHARDIN;10600;LA CHAPELLE ST LUC;10
2174;BD;JULES GUESDE;10000;TROYES;10
2175;RUE;JAILLANT DESCHAINETS;10000;TROYES;10
2176;RUE;JULES FERRY;10600;LA CHAPELLE ST LUC;10
2177;BD;JULES GUESDE;10000;TROYES;10
2178;RUE;TRAVERSIERE;10000;TROYES;10
2179;RUE;DU MOULIN;10200;COLOMBE LA FOSSE;10
2180;AV;DES FEUILLATES;10430;ROSIERES PRES TROYES;10
2181;AV;DES LOMBARDS;10000;TROYES;10
2182;RUE;DE LA PAIX;10000;TROYES;10
2183;RUE;ARISTIDE BRIAND;10300;SAINTE SAVINE;10
2184;RUE;DES PIGEONS;10000;TROYES;10
2185;AV;ANDRE GILLIER;10120;SAINT ANDRE LES VERGERS;10
2186;RUE;DES CORDELIERS;10000;TROYES;10
2187;RUE;DES MUROTS;10120;SAINT ANDRE LES VERGERS;10
2188;RUE;URBAIN IV;10000;TROYES;10
2189;RUE;DE LA PIERRE;10000;TROYES;10
2190;CRS;JACQUIN;10000;TROYES;10
2191;RUE;DU GROS RAISIN;10000;TROYES;10
2192;RUE;DU VELO;10000;TROYES;10
2193;RUE;JEAN GUAILDE;10000;TROYES;10
2194;COUR;CHATEAUBRIAND;10120;SAINT ANDRE LES VERGERS;10
2195;RUE;DE LA HAUTE CHARME;10000;TROYES;10
2196;AV;PIERRE BROSSOLETTE;10000;TROYES;10
2197;RUE;DES GAYETTES;10000;TROYES;10
2198;RUE;DES GAYETTES;10000;TROYES;10
2199;PL;MARECHAL FOCH;10000;TROYES;10
2200;AV;MAJOR GEN GEORGES VANIER;10000;TROYES;10
2201;RUE;GASTON BACHELARD;10000;TROYES;10
2202;RUE;DE LA MONNAIE;10000;TROYES;10
2203;;PORT DIENVILLE;10500;DIENVILLE;10
2204;AV;MAJOR GEN GEORGES VANIER;10000;TROYES;10
2205;AV;ANATOLE FRANCE;10000;TROYES;10
2206;AV;DU GENERAL LECLERC;10200;BAR SUR AUBE;10
2207;RUE;COLBERT;10000;TROYES;10
2208;AV;PIERRE BROSSOLETTE;10000;TROYES;10
2209;RUE;MITANTIER;10000;TROYES;10
2210;AV;DES FEUILLATES;10430;ROSIERES PRES TROYES;10
2211;RUE;BEGAND;10000;TROYES;10
2212;RUE;THIERS;10120;SAINT ANDRE LES VERGERS;10
2213;RUE;DU LT PIERRE MURARD;10000;TROYES;10
2214;RUE;LEDRU ROLLIN;10120;SAINT ANDRE LES VERGERS;10
2215;RUE;LUCIEN MOREL PAYEN;10000;TROYES;10
2216;RUE;DES NOES;10000;TROYES;10
2217;RUE;VEUVE BENARD BODIE;10600;LA CHAPELLE ST LUC;10
2218;RUE;CHARBONNET;10000;TROYES;10
2219;RUE;CLAUDE DEBUSSY;10600;LA CHAPELLE ST LUC;10
2220;AV;MAJOR GEN GEORGES VANIER;10000;TROYES;10
2221;BD;BLANQUI;10000;TROYES;10
2222;AV;PIERRE BROSSOLETTE;10000;TROYES;10
2223;RUE;JULES FERRY;10600;LA CHAPELLE ST LUC;10
2224;PL;DE LA TOUR;10000;TROYES;10
2225;RUE;LOUIS DUMONT;10000;TROYES;10
2226;BD;BLANQUI;10000;TROYES;10
2227;RUE;MARCEL DEFRANCE;10600;LA CHAPELLE ST LUC;10
2228;BD;DU QUATORZE JUILLET;10000;TROYES;10
2229;RUE;GEORGES SEURAT;10000;TROYES;10
2230;RUE;TURENNE;10000;TROYES;10
2231;RUE;JULES ENFROY;10000;TROYES;10
2232;RUE;LAMORICIERE;10300;SAINTE SAVINE;10
2233;RUE;CLAUDE DEBUSSY;10600;LA CHAPELLE ST LUC;10
2234;ALL;DES ARCADES;10120;SAINT ANDRE LES VERGERS;10
2235;AV;PASTEUR;10000;TROYES;10
2236;RUE;PAILLOT DE MONTABERT;10000;TROYES;10
2237;RUE;ANTOINE DE SAINT EXUPERY;11000;CARCASSONNE;11
2238;RUE;GUSTAVE MOT;11000;CARCASSONNE;11
2239;RUE;VICTOR HUGO;11000;CARCASSONNE;11
2240;RUE;DE MADRID;11000;CARCASSONNE;11
2241;RUE;SOUMET;11400;CASTELNAUDARY;11
2242;RUE;DES REMPARTS;11150;PEXIORA;11
2243;;LES AUZIS-SUD;11800;TREBES;11
2244;RUE;CLEMENT ADER;11000;CARCASSONNE;11
2245;PL;CARNOT;11000;CARCASSONNE;11
2246;RUE;RES DU ROI ALARIC;11290;LAVALETTE;11
2247;ALL;D IENA;11000;CARCASSONNE;11
2248;BD;OMER SARRAUT;11000;CARCASSONNE;11
2249;RUE;DE STRASBOURG;11000;CARCASSONNE;11
2250;CHE;DE LA TRAMONTANE;11300;LIMOUX;11
2251;RUE;DE DUNKERQUE;11400;CASTELNAUDARY;11
2252;AV;CLAUDE BERNARD;11000;CARCASSONNE;11
2253;RUE;JULES SAUZEDE;11000;CARCASSONNE;11
2254;RUE;JULES SAUZEDE;11000;CARCASSONNE;11
2255;RUE;DE LA REPUBLIQUE;11000;CARCASSONNE;11
2256;RUE;FRANCOIS JOSEPH GOSSEC;11000;CARCASSONNE;11
2257;RUE;COURTEJAIRE;11000;CARCASSONNE;11
2258;RUE;DE LA TOUR D AUVERGNE;11000;CARCASSONNE;11
2259;;LE VILLAGE;11190;RENNES LES BAINS;11
2260;RUE;GEORGES CLEMENCEAU;11000;CARCASSONNE;11
2261;RUE;BARBACANE;11000;CARCASSONNE;11
2262;RUE;VICTOR HUGO;11000;CARCASSONNE;11
2263;AV;ARTHUR MULLOT;11000;CARCASSONNE;11
2264;RUE;AUGER GAILLARD;11000;CARCASSONNE;11
2265;CRS;DE LA REPUBLIQUE;11400;CASTELNAUDARY;11
2266;RUE;DE LORRAINE;11000;CARCASSONNE;11
2267;RUE;MARCELIN ALBERT;11000;CARCASSONNE;11
2268;AV;DU GENERAL LECLERC;11000;CARCASSONNE;11
2269;RUE;AUGER GAILLARD;11000;CARCASSONNE;11
2270;CHE;DE LA TRAMONTANE;11300;LIMOUX;11
2271;RUE;JEAN BAPTISTE COROT;11000;CARCASSONNE;11
2272;RUE;AUGER GAILLARD;11000;CARCASSONNE;11
2273;AV;RIQUET;11400;CASTELNAUDARY;11
2274;;LA PINEDE;11510;FITOU;11
2275;RUE;DE SERIGNAN;11130;SIGEAN;11
2276;RES;HORIZON;11210;PORT-LA-NOUVELLE;11
2277;RES;GRUISSAN PORT;11430;GRUISSAN;11
2278;RES;EDEN PLAGE;11370;LEUCATE;11
2279;RUE;ANTOINE FUET;11210;PORT-LA-NOUVELLE;11
2280;RUE;DU LOCH;11430;GRUISSAN;11
2281;RES;HAMEAU DES PECHEURS;11370;LEUCATE;11
2282;RUE;ROUGET DE LISLE;11100;NARBONNE;11
2283;RUE;BOILEAU;11210;PORT-LA-NOUVELLE;11
2284;RUE;DE LA CORNICHE;11100;NARBONNE;11
2285;RES;HAWAI;11370;LEUCATE;11
2286;RES;GRUISSAN PORT;11430;GRUISSAN;11
2287;AV;DE LA PEROUSE;11430;GRUISSAN;11
2288;PL;DE LA BONANCE;11430;GRUISSAN;11
2289;RUE;JEAN JAURES;11100;NARBONNE;11
2290;RUE;DU LUXEMBOURG;11100;NARBONNE;11
2291;BD;DE 1848;11100;NARBONNE;11
2292;RES;JARDINS DE LA MEDITERRANEE;11210;PORT-LA-NOUVELLE;11
2293;RUE;ERNEST HEMINGWAY;11210;PORT-LA-NOUVELLE;11
2294;RES;LA GRANDE BLEUE;11370;LEUCATE;11
2295;RUE;MARCELLIN ALBERT;11110;VINASSAN;11
2296;RES;LA VOILE D'OC;11430;GRUISSAN;11
2297;RES;VILLAS DE LA MEDITERRANEE;11560;FLEURY D AUDE;11
2298;RES;L'ECRIN DU SUD RUE H PUJOL;11210;PORT-LA-NOUVELLE;11
2299;AV;DE NARBONNE;11430;GRUISSAN;11
2300;PAS;BARBEROUSSE;11430;GRUISSAN;11
2301;AV;DES CIGALES  (PLAGE);11100;NARBONNE;11
2302;RES;LES MAISONS DE LA MER;11560;FLEURY D AUDE;11
2303;RES;LA VOILE D'OC;11430;GRUISSAN;11
2304;RUE;DU FOYER;11200;BOUTENAC;11
2305;MAIS;DE LA PLAGE   (PLAGE);11100;NARBONNE;11
2306;RUE;MALAKOFF;11210;PORT-LA-NOUVELLE;11
2307;RES;MAISONS DES SABLES 3;11370;LEUCATE;11
2308;AV;MAL DE LATTRE DE TASSIGNY;11100;NARBONNE;11
2309;RES;LE BARBEROUSSE;11430;GRUISSAN;11
2310;QUAI;VICTOR HUGO;11100;NARBONNE;11
2311;BD;DU PECH MAYNAUD;11430;GRUISSAN;11
2312;RES;DU PORT;11430;GRUISSAN;11
2313;RUE;CHARRAS;11100;NARBONNE;11
2314;AV;P BROSSOLETTE ST PIERRE;11560;FLEURY D AUDE;11
2315;RES;MAISONS DE LA PLAGE;11210;PORT-LA-NOUVELLE;11
2316;RES;PLEIN SOLEIL;11560;FLEURY D AUDE;11
2317;QUAI;D'ALSACE;11100;NARBONNE;11
2318;AV;P BROSSOLETTE ST PIERRE;11560;FLEURY D AUDE;11
2319;RES;LE CRES D L GINESTELLE;11370;LEUCATE;11
2320;RES;MARYLAND 2;11370;LEUCATE;11
2321;RES;MYKONOS;11370;LEUCATE;11
2322;RES;LE TROIS MATS 2;11560;FLEURY D AUDE;11
2323;RUE;DE LA HUNE;11430;GRUISSAN;11
2324;RES;LES HAMEAUX DE LA PLAGE;11430;GRUISSAN;11
2325;QUAI;D'ALSACE;11100;NARBONNE;11
2326;RUE;DU LOCH;11430;GRUISSAN;11
2327;RUE;DU COMMERCE;11100;NARBONNE;11
2328;RES;LES SABLONS 3;11370;LEUCATE;11
2329;RES;LA GRANDE BLEUE;11370;LEUCATE;11
2330;RES;LES CYCLADES PORT LEUCATE;11370;LEUCATE;11
2331;RES;LES PLAGES D'ARGOS;11370;LEUCATE;11
2332;RES;EDEN PLAGE;11370;LEUCATE;11
2333;RUE;EDOUARD VAILLANT;11100;NARBONNE;11
2334;RES;BALCONS D L MEDITERRANEE 2;11100;NARBONNE;11
2335;RES;LES MAISONS DE LA PLAGE;11370;LEUCATE;11
2336;RES;LA GRANDE BLEUE;11370;LEUCATE;11
2337;RES;LE LAGON BLEU;11210;PORT-LA-NOUVELLE;11
2338;RES;COTE SUD 2;11430;GRUISSAN;11
2339;AV;DE PERPIGNAN;11130;SIGEAN;11
2340;RES;APHRODITE LA VOIE D'EAU;11370;LEUCATE;11
2341;RES;TERRASSES MEDITERRANEE;11560;FLEURY D AUDE;11
2342;RUE;DU BEAUPRE;11430;GRUISSAN;11
2343;RES;HAWAI;11370;LEUCATE;11
2344;PL;DE LA BONANCE;11430;GRUISSAN;11
2345;RES;SAINTE - LUCIE;11430;GRUISSAN;11
2346;RES;LES MARINAS DE PORT ROSE;11370;LEUCATE;11
2347;RUE;DE LA CORNICHE;11100;NARBONNE;11
2348;RUE;DU BEFFROI;11100;NARBONNE;11
2349;RES;TERRASSES MEDITERRANEE 1;11370;LEUCATE;11
2350;AV;DU SOLEIL  (PLAGE);11100;NARBONNE;11
2351;RES;PALMA 2;11210;PORT-LA-NOUVELLE;11
2352;BD;ESCHASSERIAUX;11210;PORT-LA-NOUVELLE;11
2353;RES;LES AMIRANTES;11430;GRUISSAN;11
2354;IMP;MOLIERE;11210;PORT-LA-NOUVELLE;11
2355;AV;DES GOELANDS;11560;FLEURY D AUDE;11
2356;AV;DES GOELANDS;11560;FLEURY D AUDE;11
2357;RUE;DE L INDUSTRIE;11210;PORT-LA-NOUVELLE;11
2358;RES;LES SABLONS 3;11370;LEUCATE;11
2359;AV;DES EXALS;11560;FLEURY D AUDE;11
2360;RES;TOURISTIQUE BEAU SOLEIL NP;11100;NARBONNE;11
2361;AV;AYGUADES DE PECH ROUGE;11430;GRUISSAN;11
2362;RUE;DES ECOLES ST PIERRE;11560;FLEURY D AUDE;11
2363;;LES GRENADINES;11430;GRUISSAN;11
2364;RUE;DU CHEMIN NEUF;11440;PEYRIAC DE MER;11
2365;;LA FEUILLERAIE COUDARELS B;11370;LEUCATE;11
2366;CHE;HAUT DE LA MER;11370;LEUCATE;11
2367;RUE;DU BEAUPRE;11430;GRUISSAN;11
2368;RUE;DE LA HUNE;11430;GRUISSAN;11
2369;BD;DOCTEUR FERROUL;11100;NARBONNE;11
2370;;RES COUDARELS FRANQUI OUES;11370;LEUCATE;11
2371;;LES AYGUADES;11430;GRUISSAN;11
2372;RES;BALCONS D L MEDITERRANEE 2;11100;NARBONNE;11
2373;RES;LES ARENES;11370;LEUCATE;11
2374;RES;LE CLAPOTIS;11370;LEUCATE;11
2375;PAS;BARBEROUSSE;11430;GRUISSAN;11
2376;RES;LES HAMEAUX DE LA PLAGE;11430;GRUISSAN;11
2377;AV;DES GOELANDS;11560;FLEURY D AUDE;11
2378;BD;DU PECH MAYNAUD;11430;GRUISSAN;11
2379;AV;AYGUADES DE PECH ROUGE;11430;GRUISSAN;11
2380;AV;DES EXALS;11560;FLEURY D AUDE;11
2381;RES;LES SABLONS 1 ET 2;11370;LEUCATE;11
2382;RUE;DU LYS DES SABLES;11560;FLEURY D AUDE;11
2383;RES;LA BASTIDE;11430;GRUISSAN;11
2384;RES;LE BARBEROUSSE;11430;GRUISSAN;11
2385;BD;DE LA DOUANE;11560;FLEURY D AUDE;11
2386;RES;LES FLEURYNES;11560;FLEURY D AUDE;11
2387;RES;LA GRANDE VOILE;11430;GRUISSAN;11
2388;RUE;DU DRAKKAR;11430;GRUISSAN;11
2389;BD;ESCHASSERIAUX;11210;PORT-LA-NOUVELLE;11
2390;RES;LA GRANDE VOILE;11430;GRUISSAN;11
2391;RES;LE BARBEROUSSE;11430;GRUISSAN;11
2392;PAS;BARBEROUSSE;11430;GRUISSAN;11
2393;RES;LES PORTES DE LA PLAGE 2;11370;LEUCATE;11
2394;BD;DU PECH MAYNAUD;11430;GRUISSAN;11
2395;RES;APHRODITE LA VOIE D'EAU;11370;LEUCATE;11
2396;RUE;DU COMMERCE;11100;NARBONNE;11
2397;RUE;ANTOINE FUET;11210;PORT-LA-NOUVELLE;11
2398;RES;SAINT PIERRE;11560;FLEURY D AUDE;11
2399;AV;MAL DE LATTRE DE TASSIGNY;11100;NARBONNE;11
2400;MAIS;DE LA PLAGE   (PLAGE);11100;NARBONNE;11
2401;RES;LES JARDINS DE LA MER;11370;LEUCATE;11
2402;RES;LE BARBEROUSSE;11430;GRUISSAN;11
2403;PL;2709;11100;BAGES;11
2404;RES;TERRASSE DU PORT;11430;GRUISSAN;11
2405;AV;DES PINS;11200;LEZIGNAN-CORBIERES;11
2406;RES;LES CAPTIVANTES;11370;LEUCATE;11
2407;CHE;DES AMANDIERS;11110;SALLES D AUDE;11
2408;RUE;DE LA CALUCHE TR;11430;GRUISSAN;11
2409;RES;HAWAI;11370;LEUCATE;11
2410;;LES SIDRIERES;11510;FITOU;11
2411;;LES CYCLADES LA FRANQUI;11370;LEUCATE;11
2412;RES;LES MERS DU SUD;11430;GRUISSAN;11
2413;PL;DE LA BONANCE;11430;GRUISSAN;11
2414;AV;DU GENERAL DE GAULLE;11210;PORT-LA-NOUVELLE;11
2415;AV;DU LANGUEDOC LA FRANQUI;11370;LEUCATE;11
2416;RES;LES AMANDINES;11430;GRUISSAN;11
2417;MAIS;DE LA PLAGE   (PLAGE);11100;NARBONNE;11
2418;RES;LES SENILLADES;11560;FLEURY D AUDE;11
2419;RUE;CHANZY;11100;NARBONNE;11
2420;AV;MARECHAL FOCH;11200;LEZIGNAN-CORBIERES;11
2421;ALL;RENE ICHE;11100;NARBONNE;11
2422;RES;MAISONS D SABLES 4;11370;LEUCATE;11
2423;RES;MYKONOS;11370;LEUCATE;11
2424;RUE;ROSSINI;11100;NARBONNE;11
2425;RES;BALCONS D L MEDITERRANEE 2;11100;NARBONNE;11
2426;;PORT PLAISANCE;11370;LEUCATE;11
2427;AV;PIERRE SEMARD;11100;NARBONNE;11
2428;RES;LA GRANDE VOILE;11430;GRUISSAN;11
2429;RES;L'ILE BLEUE;11430;GRUISSAN;11
2430;BD;ESCHASSERIAUX;11210;PORT-LA-NOUVELLE;11
2431;RES;TERRASSES MEDITERRANEE 2;11370;LEUCATE;11
2432;BD;MARCEL SEMBAT;11100;NARBONNE;11
2433;IMP;DES CYPRES;11100;NARBONNE;11
2434;RUE;DES LAVOIRS;11120;MOUSSAN;11
2435;RES;HAWAI;11370;LEUCATE;11
